entity,n-revs
docs/source/design/huggingface_integration.rst,4
csrc/cpu/pybind.cpp,4
docs/source/getting_started/tpu-installation.md,4
docs/usage/usage_stats.md,4
tests/models/multimodal/pooling/test_phi3v.py,4
docs/source/getting_started/installation/cpu-x86.md,4
vllm/v1/executor/gpu_executor.py,4
examples/online_serving/multi_instance_data_parallel.py,4
.buildkite/lm-eval-harness/configs/Meta-Llama-3-8B-Instruct-FP8.yaml,4
examples/openai_client.py,4
tests/kernels/test_ggml.py,4
tests/models/decoder_only/vision_language/vlm_utils/builders.py,4
RELEASE.md,4
vllm/distributed/eplb/__init__.py,4
tests/kernels/test_triton_flash_attention.py,4
vllm/tasks.py,4
tests/entrypoints/pooling/llm/test_classify.py,4
csrc/quantization/cutlass_w8a8/c3x/scaled_mm_helper.hpp,4
tests/entrypoints/pooling/llm/test_encode.py,4
tests/distributed/test_shm_buffer.py,4
tests/models/decoder_only/vision_language/vlm_utils/runners.py,4
.buildkite/scripts/tpu/run_bm.sh,4
csrc/punica/bgmv/bgmv_impl.cuh,4
docs/source/quantization/auto_awq.rst,4
csrc/quantization/cutlass_w8a8/c3x/scaled_mm_blockwise_sm90_fp8_dispatch.cuh,4
vllm/transformers_utils/configs/falcon.py,4
tests/entrypoints/pooling/llm/test_score.py,4
tests/models/quantization/test_aqlm.py,4
csrc/quantization/fp8/fp8_marlin.cu,4
vllm/transformers_utils/configs/mllama.py,4
csrc/quantization/cutlass_w8a8/c3x/scaled_mm.cuh,4
csrc/quantization/cutlass_w8a8/scaled_mm_dq_entry.cu,4
tests/test_outputs.py,4
vllm/entrypoints/ssl.py,4
tests/v1/tpu/test_tpu_qkv_linear.py,4
tests/lora/test_moe_lora_align_sum.py,4
docs/getting_started/installation/.nav.yml,4
tests/entrypoints/openai/test_chat_logit_bias_validation.py,4
tests/test_triton_utils.py,4
tests/models/decoder_only/vision_language/processing/test_llava_onevision.py,4
tests/v1/e2e/test_ngram_spec_decode.py,4
.github/ISSUE_TEMPLATE/200-installation.yml,4
examples/offline_inference/batch_llm_inference.py,4
vllm/benchmarks/mm_processor.py,4
vllm/entrypoints/serve/lora/api_router.py,4
tests/kernels/quantization/test_int8_kernel.py,4
tests/kernels/allclose_default.py,4
vllm/transformers_utils/configs/midashenglm.py,4
tests/tool_use/test_mistral_tool_parser.py,4
csrc/quantization/cutlass_w8a8/common.hpp,4
docs/source/api/multimodal/inputs.md,4
vllm/entrypoints/serve/disagg/api_router.py,4
tests/evals/gsm8k/configs/moe-refactor-dp-ep/config-b200.txt,4
docs/features/sleep_mode.md,4
csrc/quantization/gguf/moe.cuh,4
vllm/model_executor/layers/fla/ops/op.py,4
vllm/v1/spec_decode/metadata.py,4
tests/v1/attention/test_chunked_local_attention.py,4
vllm/model_executor/layers/quantization/utils/nvfp4_moe_support.py,4
docs/source/features/quantization/gguf.md,4
tests/core/block/test_block_manager.py,4
.buildkite/nightly-benchmarks/tests/serving-tests-cpu-snc2.json,4
tests/entrypoints/openai/test_optional_middleware.py,4
csrc/attention/mla/cutlass_sm100_mla/device/sm100_mla.hpp,4
tests/entrypoints/pooling/openai/test_rerank.py,4
tests/worker/spec_decode/utils.py,4
tests/benchmarks/test_random_dataset.py,4
vllm/v1/executor/utils.py,4
tests/models/test_embedding.py,4
tests/kernels/core/test_uva.py,4
docs/deployment/integrations/llamastack.md,4
tests/reasoning/test_deepseekr1_reasoning_parser.py,4
cacheflow/server/async_llm_server.py,4
tests/entrypoints/openai/correctness/test_mteb_score.py,4
examples/offline_inference/neuron_multimodal.py,4
tests/lora/test_resolver.py,4
benchmarks/multi_turn/README.md,4
examples/online_serving/opentelemetry/dummy_client.py,4
tests/lora/test_olmoe_tp.py,4
.buildkite/scripts/tpu/docker_run_bm.sh,4
vllm/model_executor/layers/quantization/utils/mxfp8_utils.py,4
vllm/model_executor/layers/quantization/fp_quant.py,4
vllm/entrypoints/openai/tool_parsers/longcat_tool_parser.py,4
docs/Makefile,4
vllm/core/policy.py,4
tests/models/language/pooling_mteb_test/test_cross_encoder.py,4
examples/offline_inference/qwen2_5_omni/README.md,4
tests/transformers_utils/test_config.py,4
docs/getting_started/installation/python_env_setup.inc.md,4
cacheflow/model_executor/__init__.py,4
tests/models/test_qwen.py,4
docs/source/getting_started/installation/ai_accelerator/neuron.inc.md,4
vllm/lora/ops/torch_ops/__init__.py,4
docs/source/api/multimodal/index.md,4
vllm/model_executor/layers/fla/ops/solve_tril.py,4
examples/offline_inference/reproducibility.py,4
tests/reasoning/test_qwen3_reasoning_parser.py,4
tests/v1/kv_connector/nixl_integration/tp_config_sweep_accuracy_test.sh,4
vllm/model_executor/models/ernie45.py,4
tests/distributed/test_quick_all_reduce.py,4
docs/benchmarking/dashboard.md,4
docs/usage/README.md,4
.buildkite/nightly-benchmarks/tests/nightly-tests.json,4
csrc/cumem_allocator.cpp,4
vllm/transformers_utils/configs/step3_vl.py,4
docs/source/performance/optimization.md,4
csrc/quantization/w8a8/cutlass/scaled_mm_entry.cu,4
docs/features/automatic_prefix_caching.md,4
tools/check_init_lazy_imports.py,4
tests/multimodal/test_audio.py,4
tests/kernels/attention/test_encoder_decoder_attn.py,4
tests/entrypoints/openai/correctness/test_mteb.py,4
tests/kernels/core/test_permute_cols.py,4
tests/v1/worker/test_worker_memory_snapshot.py,4
tests/v1/metrics/test_engine_logger_apis.py,4
tests/v1/kv_connector/unit/test_backwards_compatibility.py,4
csrc/cpu/dnnl_helper.hpp,4
tests/plugins/vllm_add_dummy_model/setup.py,4
csrc/quantization/cutlass_w8a8/moe/grouped_mm_c3x.cuh,4
docs/source/features/quantization/gptqmodel.md,4
cacheflow/entrypoints/openai/openai_frontend.py,4
tools/validate_config.py,4
examples/offline_inference/qwen3_reranker.py,4
vllm/model_executor/layers/pooler/seqwise/poolers.py,4
vllm/v1/attention/backends/fa_utils.py,4
tests/entrypoints/openai/test_response_api_parsable_context.py,4
tests/models/decoder_only/language/test_big_models.py,4
examples/fp8/extract_scales.py,4
docs/source/features/disagg_prefill.md,4
tests/engine/test_detokenize.py,4
.github/ISSUE_TEMPLATE/300-usage.yml,4
vllm/model_executor/layers/fla/ops/l2norm.py,4
tests/models/decoder_only/vision_language/vlm_utils/custom_inputs.py,4
vllm/model_executor/models/donut.py,4
tests/v1/structured_output/test_backend_guidance.py,4
tests/evals/gsm8k/gsm8k_eval.py,4
csrc/attention/mla/cutlass_mla_kernels.cu,4
tests/neuron/2_core/test_multi_lora.py,4
benchmarks/benchmark_block_pool.py,4
vllm/model_executor/layers/fused_moe/oracle/nvfp4.py,4
tests/transformers_utils/test_utils.py,4
tests/kernels/test_awq_triton.py,4
vllm/transformers_utils/configs/baichuan.py,4
cacheflow/model_executor/utils.py,4
docs/source/models/extensions/index.md,4
tests/models/test_jamba.py,4
benchmarks/kernels/bench_block_fp8_gemm.py,4
tests/kernels/attention/test_mla_decode_cpu.py,4
tests/v1/tpu/test_tpu_int8.py,4
docs/features/prompt_embeds.md,4
tests/distributed/test_expert_placement.py,4
tests/models/decoder_only/language/test_granite.py,4
vllm/transformers_utils/configs/h2ovl.py,4
tests/tokenizers_/test_basic.py,4
vllm/model_executor/layers/quantization/petit.py,4
vllm/distributed/ec_transfer/ec_connector/example_connector.py,4
docs/source/serving/serving_with_langchain.rst,4
tests/models/decoder_only/vision_language/test_qwen.py,4
benchmarks/disagg_benchmarks/round_robin_proxy.py,4
.github/workflows/codespell.yml,4
tests/build_cython.py,4
vllm/prefix.py,4
benchmarks/multi_turn/bench_dataset.py,4
tests/entrypoints/pooling/score/test_online_score.py,4
csrc/quantization/gguf/mmq.cuh,4
tests/models/multimodal/generation/test_florence2.py,4
tests/v1/test_external_lb_dp.py,4
tests/multimodal/test_base.py,4
cacheflow/entrypoints/simple_fastapi_frontend.py,4
tests/models/multimodal/pooling/conftest.py,4
tests/kernels/moe/modular_kernel_tools/cli_args.py,4
vllm/v1/worker/gpu/spec_decode/eagle_cudagraph.py,4
tests/models/quantization/test_gptq_marlin.py,4
csrc/core/math.hpp,4
vllm/config/device.py,4
tests/standalone_tests/test_tensor_schema.py,4
vllm/model_executor/models/swin.py,4
csrc/attention/attention_generic.cuh,4
vllm/v1/sample/logits_processor.py,4
tests/multimodal/test_processor.py,4
docs/governance/process.md,4
tests/prompt_adapter/test_multi_adapter_inference.py,4
tests/models/language/pooling/test_pooler_config_init_behaviour.py,4
vllm/worker/multi_step_tpu_worker.py,4
csrc/quantization/machete/machete_mm_launcher.cuh,4
vllm/compilation/base_static_graph.py,4
vllm/model_executor/parallel_utils/tensor_parallel/layers.py,4
vllm/model_executor/layers/quantization/compressed_tensors/transform/schemes/linear_qutlass_nvfp4.py,4
tests/spec_decode/e2e/test_correctness.py,4
tests/distributed/test_distributed_oot.py,4
tests/v1/determinism/test_online_batch_invariance.py,4
vllm/model_executor/models/rvl.py,4
tests/evals/gsm8k/configs/Qwen1.5-MoE-W4A16-CT.yaml,4
tests/models/decoder_only/vision_language/test_phi4mm.py,4
vllm/v1/worker/gpu/sample/gumbel.py,4
tests/models/encoder_decoder/language/test_bart.py,4
docs/mkdocs/hooks/remove_announcement.py,4
tests/distributed/test_shm_storage.py,4
.buildkite/scripts/hardware_ci/run-cpu-test-arm.sh,4
csrc/cpu/utils.hpp,4
tests/models/decoder_only/vision_language/vlm_utils/case_filtering.py,4
tests/kernels/quantization/test_awq_triton.py,4
tests/entrypoints/openai/conftest.py,4
cacheflow/master/simple_frontend.py,4
vllm/_core_ext.py,4
tests/engine/test_stop_reason.py,4
docs/usage/reproducibility.md,4
examples/online_serving/prometheus_grafana/grafana.json,4
csrc/moe/permute_unpermute_kernels/moe_permute_unpermute_kernel.cu,4
tests/v1/distributed/test_dbo.py,4
vllm/distributed/device_communicators/pynccl_utils.py,4
vllm/model_executor/layers/fla/ops/chunk.py,4
tests/vllm_test_utils/setup.py,4
docs/source/getting_started/installation/gpu-cuda.md,4
vllm/model_executor/parallel_utils/cupy_utils.py,4
tests/test_seed_behavior.py,4
csrc/quantization/cutlass_w8a8/broadcast_load_epilogue_c3x.hpp,4
vllm/model_executor/models/constant_size_cache.py,4
vllm/model_executor/quantization_utils/base.py,4
tests/kernels/cache.py,4
vllm/lora/ops/triton_ops/sgmv_expand.py,4
csrc/moe/moe_lora_align_sum_kernels.cu,4
tests/v1/kv_connector/nixl_integration/test_edge_cases.py,4
docs/source/quantization/bnb.rst,4
tests/kernels/quantization/test_silu_mul_nvfp4_quant.py,4
.github/ISSUE_TEMPLATE/450-ci-failure.yml,4
examples/offline_inference_embedding.py,4
vllm/entrypoints/serve/elastic_ep/api_router.py,4
examples/online_serving/structured_outputs/README.md,4
find_cuda_init.py,4
tests/kernels/moe/test_count_expert_num_tokens.py,4
tests/kernels/moe/test_rocm_aiter_topk.py,4
tests/vllm_test_utils/vllm_test_utils/__init__.py,4
vllm/prompt_adapter/worker_manager.py,4
examples/online_serving/openai_embedding_long_text/service.sh,4
vllm/entrypoints/openai/reasoning_parsers/abs_reasoning_parsers.py,4
tests/v1/test_internal_lb_dp.py,4
tests/models/decoder_only/vision_language/mm_processor_kwargs/test_qwen.py,4
vllm/model_executor/layers/rotary_embedding/phi3_long_rope_scaled_rope.py,4
docs/source/usage/structured_outputs.md,4
tests/runai_model_streamer_test/test_runai_model_streamer_loader.py,4
tests/kernels/pos_encoding.py,4
docs/community/contact_us.md,4
tests/spec_decode/test_memory_usage.py,4
docs/source/getting_started/installation/cpu/arm.inc.md,4
docs/configuration/serve_args.md,4
vllm/v1/kv_offload/lru_manager.py,4
tests/kernels/moe/test_triton_moe_no_act_mul.py,4
tests/model_executor/conftest.py,4
docs/source/design/class_hierarchy.rst,4
vllm/profiler/gpu_profiler.py,4
vllm/transformers_utils/dynamic_module.py,4
vllm/prompt_adapter/layers.py,4
vllm/entrypoints/openai/responses/protocol.py,4
vllm/transformers_utils/configs/yi.py,4
.markdownlint.yaml,4
vllm/model_executor/layers/fused_moe/topk_weight_and_reduce.py,4
tests/models/decoder_only/vision_language/test_broadcast.py,4
vllm/model_executor/layers/conv.py,4
tests/models/decoder_only/vision_language/test_awq.py,4
tests/models/language/generation/test_phimoe.py,4
tests/v1/spec_decode/test_acceptance_length.py,4
csrc/quantization/gptq_marlin/kernel.h,4
vllm/compilation/config.py,4
csrc/quantization/fp8/per_token_group_quant.cu,4
vllm/lora/ops/triton_ops/sgmv_shrink.py,4
tests/v1/e2e/test_min_tokens.py,4
tests/kernels/attention/test_cutlass_mla_decode.py,4
tests/v1/core/test_priority_scheduler_random.py,4
tests/entrypoints/openai/test_response_api_simple.py,4
docs/source/api/model/index.md,4
docs/source/dev/profiling/profiling_index.rst,4
vllm/entrypoints/pooling/pooling/api_router.py,4
tests/prompt_adapter/test_pa_lora.py,4
tests/plugins/prithvi_io_processor_plugin/prithvi_io_processor/types.py,4
vllm/ray/ray_env.py,4
.buildkite/pyproject.toml,4
.buildkite/scripts/scheduled_integration_test/deepseek_v2_lite_ep_eplb.sh,4
tests/engine/test_options.py,4
vllm/model_executor/layers/quantization/compressed_tensors/schemes/compressed_tensors_w8a8.py,4
.github/ISSUE_TEMPLATE/600-new-model.yml,4
tests/kernels/test_cutlass_2of4_sparse.py,4
cacheflow/server/ray_utils.py,4
tests/v1/test_hybrid_lb_dp.py,4
examples/online_serving/disaggregated_prefill.sh,4
docs/source/getting_started/gaudi-installation.md,4
csrc/quantization/machete/machete_prepacked_layout.cuh,4
vllm/model_executor/layers/rotary_embedding/yarn_scaling_rope.py,4
docs/source/design/kernel/paged_attention.md,4
vllm/model_executor/layers/quantization/utils/petit_utils.py,4
tests/models/language/pooling/test_auto_prefix_cache_support.py,4
vllm/model_executor/layers/triton_kernel/prefix_prefill.py,4
vllm/model_executor/layers/fused_moe/router/router_factory.py,4
csrc/cpu/cpu_attn.cpp,4
docs/source/models/pooling_models.rst,4
examples/offline_inference/prefix_caching.py,4
vllm/model_executor/layers/quantized_linear/__init__.py,4
tests/config/test_mp_reducer.py,4
tests/compile/test_multimodal_compile.py,4
vllm/transformers_utils/configs/telechat2.py,4
tests/models/decoder_only/vision_language/test_internvl.py,4
vllm/transformers_utils/configs/internvl.py,4
tests/entrypoints/pooling/embed/test_online_vision.py,4
tests/kernels/attention/test_lightning_attn.py,4
docs/deployment/integrations/kserve.md,4
.buildkite/performance-benchmarks/README.md,4
vllm/lora/ops/xla_ops/__init__.py,4
csrc/cutlass_extensions/gemm/collective/sm90_mma_tma_gmma_ss_warpspecialized_fp8_blockwise_scaling.hpp,4
tests/reasoning/test_hunyuan_reasoning_parser.py,4
tests/entrypoints/openai/test_gptoss_structural_tags_integration.py,4
vllm/tool_parsers/glm4_moe_tool_parser.py,4
examples/offline_inference_openai.md,4
tests/distributed/test_symm_mem_allreduce.py,4
examples/fp8/quantizer/quantize.py,4
vllm/entrypoints/anthropic/api_server.py,4
tests/config/test_config_with_model.yaml,4
.buildkite/scripts/hardware_ci/run-hpu-test.sh,4
vllm/transformers_utils/configs/speculators/base.py,4
.github/workflows/scripts/pytorch-install.sh,4
tests/v1/entrypoints/openai/responses/conftest.py,4
tests/prompt_adapter/test_bloom.py,4
benchmarks/run_structured_output_benchmark.sh,4
vllm/entrypoints/serve/tokenize/api_router.py,4
cacheflow/frontend/simple_frontend.py,4
tests/models/multimodal/pooling/test_llava_next.py,4
tests/entrypoints/pooling/llm/test_embedding.py,4
vllm/v1/metrics/reader.py,4
tests/entrypoints/test_openai_vision.py,4
vllm/model_executor/neuron_model_loader.py,4
vllm/tool_parsers/abstract_tool_parser.py,4
docs/source/models/performance.rst,4
vllm/entrypoints/pooling/embed/api_router.py,4
tests/plugins/lora_resolvers/test_filesystem_resolver.py,4
csrc/quantization/fp4/nvfp4_utils.cuh,4
vllm/transformers_utils/model_arch_config_convertor.py,4
tests/entrypoints/openai/tool_parsers/test_hunyuan_a13b_tool_parser.py,4
.buildkite/nightly-benchmarks/scripts/get-lmdeploy-modelname.py,4
tests/models/test_fuyu.py,4
vllm/lora/ops/bgmv_shrink.py,4
tests/kernels/quantization/test_silu_nvfp4_quant_fusion.py,4
tests/distributed/test_basic_distributed_correctness_enc_dec.py,4
csrc/quantization/gptq_marlin/gptq_marlin.cuh,4
tests/kernels/moe/test_cpu_fused_moe.py,4
tests/models/language/generation/test_bart.py,4
tests/lora/test_jamba.py,4
docs/features/quantization/auto_round.md,4
docs/source/dev/input_processing/model_inputs_index.rst,4
vllm/benchmarks/endpoint_request_func.py,4
benchmark/benchmark_text_completion.py,4
tests/v1/kv_connector/unit/test_output_aggregator.py,4
vllm/model_executor/layers/fused_moe/oracle/unquantized.py,4
vllm/model_executor/models/kanana_v.py,4
tests/models/language/pooling_mteb_test/test_nemotron.py,4
tests/evals/gsm8k/configs/models-blackwell.txt,4
tests/evals/gsm8k/configs/moe-refactor/config-b200.txt,4
requirements/hpu.txt,4
examples/offline_inference/florence2_inference.py,4
tests/kernels/quantization/test_per_token_group_quant.py,4
tests/core/block/test_common.py,4
vllm/model_executor/models/llama_embedding.py,4
vllm/model_executor/guided_logits_processors.py,4
.buildkite/scripts/hardware_ci/run-neuron-test.sh,4
tests/entrypoints/llm/test_gpu_utilization.py,4
tests/distributed/test_ca_buffer_sharing.py,4
tests/core/block/conftest.py,4
benchmarks/disagg_benchmarks/visualize_benchmark_results.py,4
docs/source/serving/serving_with_llamastack.rst,3
tools/profiler/nsys_profile_tools/gputrc2graph.py,3
vllm/model_executor/layers/quantization/utils/allspark_utils.py,3
tests/kernels/quantization/test_cutlass_2of4_sparse.py,3
vllm/entrypoints/openai/reasoning_parsers/__init__.py,3
vllm/utils/platform_utils.py,3
.pylintrc,3
csrc/quantization/gptq_marlin/.gitignore,3
.buildkite/nightly-benchmarks/nightly-pipeline.yaml,3
docs/ci/update_pytorch_version.md,3
vllm/benchmarks/sweep/param_sweep.py,3
tests/entrypoints/sagemaker/conftest.py,3
vllm/model_executor/layers/rotary_embedding/linear_scaling_rope.py,3
csrc/moe/marlin_kernels/marlin_moe_kernel_ku4b8.cu,3
csrc/cuda_primitives.h,3
tests/v1/attention/test_batch_reordering.py,3
csrc/attention_utils.h,3
"vllm/model_executor/layers/fused_moe/configs/E=8,N=3584,device_name=NVIDIA_H100_80GB_HBM3,dtype=float8.json",3
vllm/profiler/__init__.py,3
csrc/moe/marlin_kernels/marlin_moe_kernel_ku8b128.cu,3
csrc/moe/permute_unpermute_kernels/moe_permute_unpermute_kernel.inl,3
docs/source/features/quantization/quantized_kvcache.md,3
docs/serving/distributed_troubleshooting.md,3
tests/plugins_tests/conftest.py,3
docs/source/features/quantization/bitblas.md,3
docs/source/getting_started/debugging.md,3
vllm/model_executor/layers/fused_moe/configs/README,3
vllm/v1/worker/gpu/mm/mrope_utils.py,3
docs/source/serving/usage_stats.md,3
tests/kernels/test_fused_quant_layernorm.py,3
docs/benchmarking/sweeps.md,3
vllm/transformers_utils/config_parser_base.py,3
vllm/compilation/qk_norm_rope_fusion.py,3
vllm/model_executor/layers/fused_moe/router/fused_topk_bias_router.py,3
csrc/punica/bgmv/bgmv_fp16_fp32_fp16.cu,3
vllm/entrypoints/serve/disagg/protocol.py,3
vllm/reasoning/seedoss_reasoning_parser.py,3
csrc/quantization/cutlass_w8a8/moe/blockwise_scaled_group_mm_sm100.cu,3
docs/models/extensions/fastsafetensor.md,3
examples/offline_inference_with_profiler.py,3
tests/mistral_tool_use/utils.py,3
tests/v1/ec_connector/integration/test_epd_correctness.py,3
docs/configuration/README.md,3
tests/standalone_tests/pytorch_nightly_dependency.sh,3
docs/cli/bench/serve.md,3
vllm/transformers_utils/configs/nemotron_vl.py,3
vllm/benchmarks/sweep/plot.py,3
tests/kernels/quantization/test_hadacore.py,3
tests/compile/piecewise/piecewise_compilation_config.json,3
tests/mq_llm_engine/conftest.py,3
vllm/model_executor/models/neuron/llama.py,3
docs/source/design/plugin_system.rst,3
docs/source/serving/deploying_with_dstack.rst,3
tests/entrypoints/pooling/embed/test_online_long_text.py,3
vllm/utils/serial_utils.py,3
vllm/model_executor/layers/attention/ops/paged_attn.py,3
examples/online_serving/chart-helm/README.md,3
tests/kernels/test_mamba_ssm_ssd.py,3
vllm/transformers_utils/configs/chameleon.py,3
tests/benchmarks/test_latency_cli.py,3
vllm/model_executor/layers/fused_moe/triton_cutlass_moe.py,3
tests/entrypoints/openai/responses/test_harmony.py,3
vllm/model_executor/quantization_utils/__init__.py,3
examples/tool_chat_template_llama3.2_json.jinja,3
.github/workflows/scripts/cuda-install.sh,3
tests/v1/kv_connector/nixl_integration/run_tpu_disagg_accuracy_test.sh,3
docs/getting_started/installation/ai_accelerator/neuron.inc.md,3
vllm/compilation/levels.py,3
vllm/model_executor/models/iquest_loopcoder.py,3
tests/utils_/test_tensor_schema.py,3
examples/offline_inference/logits_processor/custom.py,3
tools/generate_cmake_presets.py,3
tests/kernels/quantization/test_ggml.py,3
vllm/transformers_utils/configs/skyworkr1v.py,3
.buildkite/scripts/cleanup-nightly-builds.sh,3
docs/serving/integrations/llamaindex.md,3
tests/entrypoints/openai/test_orca_metrics.py,3
examples/aqlm_example.py,3
examples/online_serving/multi-node-serving.sh,3
vllm/compilation/rocm_aiter_fusion.py,3
tests/detokenizer/test_min_tokens.py,3
vllm/model_executor/layers/shared_fused_moe/__init__.py,3
tests/v1/kv_connector/nixl_integration/test_disagg_accuracy.py,3
.buildkite/test_areas/entrypoints.yaml,3
vllm/transformers_utils/configs/olmo2.py,3
examples/openai_cross_encoder_score.py,3
examples/lmcache/README.md,3
tests/entrypoints/llm/test_reward.py,3
tests/evals/gsm8k/configs/models-small.txt,3
tests/models/quantization/test_mxfp4.py,3
tests/models/language/pooling_mteb_test/mteb_embed_utils.py,3
tests/lora/test_llm_with_multi_loras.py,3
docs/source/usage/multimodal_inputs.rst,3
tools/update-dockerfile-graph.sh,3
.github/ISSUE_TEMPLATE/700-performance discussion.yml,3
examples/fp8/README.md,3
tests/models/test_pixtral.py,3
.buildkite/lm-eval-harness/configs/Qwen1.5-MoE-W4A16-compressed-tensors.yaml,3
csrc/quantization/w8a8/cutlass/moe/moe_data.cu,3
vllm/distributed/eplb/async_worker.py,3
tests/compile/distributed/test_fusion_all_reduce.py,3
tests/compile/fullgraph/test_multimodal_compile.py,3
tests/test_lazy_torch_compile.py,3
tests/kv_transfer/test_send_recv.sh,3
examples/others/lmcache/disagg_prefill_lmcache_v1/disagg_example_nixl.sh,3
docs/source/serving/integrations/index.md,3
tests/compile/distributed/test_async_tp.py,3
examples/offline_inference/disaggregated-prefill-v1/README.md,3
.buildkite/scripts/run-benchmarks.sh,3
.buildkite/nightly-benchmarks/performance-benchmarks-descriptions.md,3
tests/entrypoints/pooling/score/test_online_rerank.py,3
vllm/model_executor/layers/fused_moe/oracle/fp8.py,3
vllm/model_executor/models/neuron/mistral.py,3
vllm/entrypoints/openai/serving_rerank.py,3
csrc/moe/permute_unpermute_kernels/moe_permute_unpermute_kernel.h,3
docs/source/serving/env_vars.rst,3
csrc/quantization/cutlass_w8a8/moe/grouped_mm_c3x.cu,3
tests/kernels/moe/modular_kernel_tools/utils.py,3
tests/engine/conftest.py,3
vllm/model_executor/layers/quantization/kernels/mixed_precision/dynamic_4bit.py,3
csrc/activation.cpp,3
docs/source/getting_started/installation/gpu/index.md,3
docs/cli/bench/sweep/plot.md,3
csrc/quantization/fp8/amd/hip_float8_impl.h,3
docs/source/models/extensions/tensorizer.md,3
tests/kernels/test_mha_attn.py,3
.buildkite/nightly-benchmarks/tests/genai-perf-tests.json,3
tests/spec_decode/conftest.py,3
benchmarks/kernels/benchmark_per_token_group_quant.py,3
docs/source/deployment/nginx.md,3
examples/others/lmcache/kv_cache_sharing_lmcache_v1.py,3
vllm/transformers_utils/repo_utils.py,3
tests/kernels/quantization/test_gptq.py,3
docs/cli/run-batch.md,3
examples/offline_inference/distributed.py,3
.buildkite/nightly-benchmarks/kickoff-pipeline.sh,3
examples/offline_inference/disaggregated_prefill_lmcache.py,3
vllm/entrypoints/openai/completion/serving.py,3
docs/source/models/extensions/runai_model_streamer.md,3
tests/kernels/test_utils.py,3
examples/online_serving/openai_classification_client.py,3
tests/transformers_utils/test_config_parser_registry.py,3
csrc/quantization/cutlass_w8a8/c3x/cutlass_gemm_caller.cuh,3
csrc/quantization/cutlass_w8a8/Epilogues.md,3
vllm/tool_parsers/__init__.py,3
docs/cli/bench/throughput.md,3
tests/kernels/moe/deepep_utils.py,3
vllm/model_executor/models/gemma2_embedding.py,3
vllm/model_executor/models/glmasr_utils.py,3
vllm/lora/layers/qkv_x_parallel_linear.py,3
examples/offline_inference/qwen3_omni/only_thinker.py,3
tests/reasoning/test_seedoss_reasoning_parser.py,3
tests/evals/gsm8k/README.md,3
vllm/model_executor/parallel_utils/layers.py,3
docs/serving/integrations/claude_code.md,3
vllm/model_executor/layers/attention/cross_attention.py,3
docs/getting_started/installation/aws_neuron.md,3
tests/ci_envs.py,3
vllm/ray/lazy_utils.py,3
tests/models/decoder_only/vision_language/test_fuyu.py,3
tests/models/decoder_only/vision_language/mm_processor_kwargs/test_llava_next.py,3
tests/distributed/test_node_count.py,3
docs/source/deployment/frameworks/skypilot.md,3
docs/source/quantization/fp8_e4m3_kvcache.rst,3
docs/source/dev/dockerfile/dockerfile.rst,3
examples/minicpmv_example.py,3
docs/features/disagg_encoder.md,3
tests/test_vllm_port.py,3
vllm/model_executor/models/minimax_cache.py,3
.buildkite/lm-eval-harness/configs/Meta-Llama-3-8B-Instruct-Channelwise-compressed-tensors.yaml,3
docs/cli/bench/sweep/serve_sla.md,3
docs/contributing/dockerfile/dockerfile.md,3
.buildkite/lm-eval-harness/conftest.py,3
tests/utils_/test_async_utils.py,3
tests/kernels/quantization/test_flashinfer_scaled_mm.py,3
csrc/punica/bgmv/bgmv_bf16_fp32_bf16.cu,3
csrc/core/batch_invariant.hpp,3
csrc/quantization/gptq/matrix_view.cuh,3
tests/entrypoints/pooling/correctness/test_mteb_score.py,3
vllm/transformers_utils/configs/deepseek_v3.py,3
vllm/lora/lora_model.py,3
csrc/moe/marlin_kernels/marlin_moe_kernel_ku4b8.h,3
CODE_OF_CONDUCT.md,3
examples/offline_inference/logits_processor/custom_req_init.py,3
tests/v1/test_stats.py,3
tests/v1/engine/test_preprocess_error_handling.py,3
vllm/transformers_utils/configs/moonvit.py,3
docs/source/deployment/frameworks/helm.md,3
csrc/quantization/vectorization.cuh,3
docs/design/p2p_nccl_connector.md,3
vllm/worker/multi_step_hpu_worker.py,3
tests/kernels/quantization/test_awq.py,3
tests/kernels/test_rotary_embedding.py,3
vllm/distributed/__init__.py,3
vllm/inputs.py,3
docs/configuration/model_resolution.md,3
examples/openai_chat_embedding_client_for_multimodal.py,3
tests/models/test_bart.py,3
docs/source/serving/deploying_with_cerebrium.rst,3
tests/utils_/test_func_utils.py,3
tests/entrypoints/llm/test_init.py,3
tests/models/encoder_decoder/vision_language/test_broadcast.py,3
examples/simple_fastapi_client.py,3
vllm/model_executor/layers/quantization/compressed_tensors/schemes/compressed_tensors_w4a8_int.py,3
vllm/v1/worker/gpu/dp_utils.py,3
vllm/compilation/base_piecewise_backend.py,3
tests/evals/gsm8k/configs/moe-refactor/config-h100.txt,3
examples/other/tensorize_vllm_model.py,3
vllm/distributed/kv_transfer/kv_connector/v1/lmcache_integration/__init__.py,3
cacheflow/entrypoints/fastapi_server.py,3
tests/entrypoints/openai/rpc/test_zmq_client.py,3
benchmarks/pyproject.toml,3
tests/model_executor/model_loader/tensorizer_loader/test_tensorizer.py,3
tests/v1/core/test_reset_prefix_cache_e2e.py,3
.buildkite/test_areas/tool_use.yaml,3
csrc/cutlass_extensions/vllm_collective_builder.cuh,3
tests/worker/conftest.py,3
