entity,soc
vllm/distributed/__init__.py,2493
vllm/config/load.py,2493
tools/check_init_lazy_imports.py,2493
tests/kernels/quantization/test_cutlass_w4a8.py,2490
tests/core/block/test_common.py,2490
vllm/transformers_utils/configs/nvlm_d.py,2487
tests/quantization/test_blackwell_moe.py,2487
.buildkite/nightly-benchmarks/scripts/get-lmdeploy-modelname.py,2487
vllm/transformers_utils/configs/cohere2.py,2486
vllm/transformers_utils/configs/radio.py,2485
vllm/transformers_utils/configs/ovis.py,2485
vllm/model_executor/layers/quantization/kernels/mixed_precision/cutlass.py,2485
vllm/distributed/device_communicators/shm_object_storage.py,2485
vllm/model_executor/layers/rotary_embedding/llama4_vision_rope.py,2484
vllm/model_executor/models/radio.py,2480
vllm/model_executor/layers/rotary_embedding/ernie45_vl_rope.py,2480
tests/models/language/generation_ppl_test/ppl_utils.py,2480
vllm/v1/sample/logits_processor/state.py,2479
vllm/transformers_utils/processors/ovis2_5.py,2479
vllm/distributed/device_communicators/pynccl_allocator.py,2479
tests/models/multimodal/generation/test_phi4_multimodal.py,2478
examples/offline_inference/rlhf_utils.py,2478
vllm/entrypoints/tool_server.py,2477
vllm/logprobs.py,2476
vllm/distributed/kv_transfer/kv_connector/v1/metrics.py,2476
vllm/benchmarks/lib/endpoint_request_func.py,2476
tests/model_executor/conftest.py,2476
.buildkite/generate_index.py,2475
tests/v1/distributed/test_async_llm_dp.py,2474
tests/plugins/prithvi_io_processor_plugin/prithvi_io_processor/types.py,2474
vllm/utils/tensor_schema.py,2473
tests/v1/kv_connector/unit/test_kv_load_failure_recovery.py,2473
vllm/v1/sample/logits_processor/builtin.py,2472
vllm/transformers_utils/configs/telechat2.py,2471
vllm/model_executor/layers/fused_moe/topk_weight_and_reduce.py,2471
vllm/model_executor/layers/quantization/compressed_tensors/transform/linear.py,2470
vllm/model_executor/layers/fla/ops/utils.py,2470
vllm/model_executor/layers/fla/ops/cumsum.py,2470
vllm/model_executor/layers/fla/ops/chunk.py,2470
tests/v1/worker/test_worker_memory_snapshot.py,2470
benchmarks/kernels/benchmark_shapes.py,2470
vllm/utils/jsontree.py,2469
vllm/transformers_utils/configs/mllama.py,2468
vllm/model_executor/layers/fla/ops/solve_tril.py,2468
vllm/config/device.py,2468
vllm/v1/kv_offload/factory.py,2467
vllm/model_executor/layers/quantization/compressed_tensors/transform/schemes/linear_qutlass_nvfp4.py,2467
vllm/model_executor/layers/rotary_embedding/phi3_long_rope_scaled_rope.py,2466
vllm/model_executor/layers/fla/ops/wy_fast.py,2466
vllm/worker/multi_step_tpu_worker.py,2465
vllm/logging_utils/__init__.py,2465
vllm/multimodal/evs.py,2464
vllm/model_executor/layers/rotary_embedding/ntk_scaling_rope.py,2464
vllm/model_executor/layers/rotary_embedding/linear_scaling_rope.py,2464
vllm/model_executor/layers/fused_moe/routing_simulator.py,2463
tests/core/block/conftest.py,2463
vllm/transformers_utils/configs/speculators/base.py,2462
vllm/model_executor/models/swin.py,2461
vllm/model_executor/layers/quantization/utils/petit_utils.py,2461
tests/evals/gsm8k/gsm8k_eval.py,2461
tests/entrypoints/pooling/openai/test_embedding_dimensions.py,2460
vllm/v1/core/sched/request_queue.py,2459
vllm/transformers_utils/configs/internvl.py,2459
tests/vllm_test_utils/vllm_test_utils/__init__.py,2458
tests/kernels/moe/test_count_expert_num_tokens.py,2458
vllm/v1/kv_offload/lru_manager.py,2457
vllm/transformers_utils/configs/h2ovl.py,2457
vllm/transformers_utils/configs/dotsocr.py,2456
vllm/transformers_utils/config_parser_base.py,2455
tests/transformers_utils/test_config_parser_registry.py,2455
vllm/v1/kv_offload/abstract.py,2454
vllm/model_executor/layers/quantization/kernels/mixed_precision/dynamic_4bit.py,2454
vllm/model_executor/layers/quantization/kernels/mixed_precision/conch.py,2454
vllm/model_executor/layers/quantization/compressed_tensors/schemes/compressed_tensors_w4a8_int.py,2454
vllm/_bc_linter.py,2454
tests/benchmarks/test_random_dataset.py,2454
vllm/ray/ray_env.py,2453
find_cuda_init.py,2453
tests/v1/kv_offload/test_cpu_manager.py,2452
vllm/lora/punica_wrapper/__init__.py,2450
tests/v1/distributed/test_internal_lb_dp.py,2450
tests/tool_use/mistral/utils.py,2450
vllm/engine/async_timeout.py,2446
docs/source/conf.py,2375
tests/kernels/test_attention.py,2330
tests/kernels/test_cache.py,2289
tests/entrypoints/openai/test_serving_engine.py,2175
tests/models/decoder_only/vision_language/test_models.py,2167
tests/utils_/test_utils.py,2143
docs/models/supported_models.md,2121
examples/offline_inference/basic/embed.py,2098
vllm/model_executor/models/prithvi_geospatial_mae.py,2084
vllm/model_executor/models/qwen3_omni_moe_thinker.py,2072
examples/offline_inference/basic/score.py,2053
tests/v1/spec_decode/test_mtp.py,2046
vllm/compilation/fusion_attn.py,2024
tests/kernels/test_pos_encoding.py,2012
tests/v1/attention/test_sparse_mla_backends.py,2004
vllm/attention/backends/mla/common.py,1978
docs/source/generate_examples.py,1952
CMakeLists.txt,1928
tests/compile/test_config.py,1918
tests/entrypoints/openai/tool_parsers/test_hermes_tool_parser.py,1912
tests/kernels/moe/test_block_fp8.py,1910
benchmarks/kernels/benchmark_grouped_gemm_cutlass.py,1907
tests/models/multimodal/processing/test_mllama4.py,1903
tests/kernels/moe/test_flashinfer.py,1900
tests/kernels/moe/test_flashinfer_moe.py,1873
tests/models/multimodal/test_mapping.py,1871
vllm/v1/engine/mm_input_cache.py,1867
tests/kernels/moe/test_gpt_oss_triton_kernels.py,1865
vllm/v1/kv_offload/worker/cpu_gpu.py,1862
vllm/v1/kv_offload/spec.py,1860
vllm/reasoning/mistral_reasoning_parser.py,1859
tests/kernels/test_activation.py,1859
tests/kernels/moe/test_deepgemm.py,1856
vllm/v1/attention/backends/linear_attn.py,1849
examples/offline_inference/basic/classify.py,1838
tests/kernels/core/test_mrope.py,1836
tests/models/multimodal/processing/test_glm4_1v.py,1834
examples/offline_inference/data_parallel.py,1826
tests/engine/test_executor.py,1822
tests/entrypoints/openai/tool_parsers/test_llama3_json_tool_parser.py,1819
tools/pre_commit/check_pickle_imports.py,1804
examples/offline_inference/encoder_decoder_multimodal.py,1804
tests/kernels/test_encoder_decoder_attn.py,1802
tests/entrypoints/openai/test_serving_responses.py,1789
vllm/v1/attention/backends/mamba_attn.py,1786
tests/lora/test_transfomers_model.py,1783
tests/kernels/attention/test_flashmla_sparse.py,1782
vllm/model_executor/models/lfm2_moe.py,1774
vllm/model_executor/layers/attention_layer_base.py,1774
benchmarks/benchmark_ngram_proposer.py,1774
tests/kernels/attention/test_pack_unpack_triton.py,1771
tests/models/language/pooling/mteb_utils.py,1770
tests/multimodal/test_registry.py,1768
examples/others/tensorize_vllm_model.py,1765
tests/tool_use/test_minimax_tool_parser.py,1756
tests/kernels/moe/test_silu_mul_fp8_quant_deep_gemm.py,1747
tests/distributed/test_kvlayout.py,1747
tests/compile/piecewise/test_multiple_graphs.py,1746
vllm/entrypoints/openai/tool_parsers/xlam_tool_parser.py,1744
tests/v1/cudagraph/test_cudagraph_mode.py,1744
vllm/config/utils.py,1742
tests/models/multimodal/generation/test_voxtral.py,1742
vllm/v1/core/scheduler.py,1737
tests/mistral_tool_use/utils.py,1737
tests/models/multimodal/pooling/test_prithvi_mae.py,1735
examples/offline_inference/qwen2_5_omni/only_thinker.py,1730
tests/compile/test_fusion_all_reduce.py,1728
vllm/transformers_utils/configs/mistral.py,1726
tests/kernels/attention/test_deepgemm_attention.py,1723
tests/reasoning/test_mistral_reasoning_parser.py,1720
vllm/v1/worker/xpu_worker.py,1717
tests/models/multimodal/pooling/test_radio.py,1717
tests/models/language/pooling/test_jina.py,1717
tests/tool_use/test_glm4_moe_tool_parser.py,1712
tests/kernels/moe/test_cutlass_grouped_gemm.py,1711
tests/entrypoints/openai/tool_parsers/test_hunyuan_a13b_tool_parser.py,1710
tests/v1/core/test_single_type_kv_cache_manager.py,1707
vllm/attention/ops/pallas_kv_cache_update.py,1705
vllm/worker/openvino_model_runner.py,1703
csrc/torch_bindings.cpp,1702
tests/tool_use/test_kimi_k2_tool_parser.py,1701
tests/compile/test_decorator.py,1701
vllm/model_executor/warmup/deep_gemm_warmup.py,1699
tests/reasoning/test_base_thinking_reasoning_parser.py,1697
examples/offline_inference/basic/chat.py,1696
benchmarks/kernels/benchmark_moe_permute_unpermute.py,1695
examples/offline_inference/embed_matryoshka_fy.py,1692
tests/kernels/moe/test_block_int8.py,1690
vllm/v1/worker/ubatching.py,1688
benchmarks/kernels/benchmark_cutlass_fp4_moe.py,1688
vllm/test_utils.py,1687
examples/offline_inference/embed_jina_embeddings_v3.py,1687
tests/kernels/moe/test_batched_deepgemm.py,1686
tests/plugins_tests/test_io_processor_plugins.py,1685
tests/v1/worker/test_utils.py,1680
tests/kernels/quantization/test_fp8_quant_group.py,1673
tests/v1/kv_connector/unit/test_offloading_connector.py,1670
vllm/attention/ops/common.py,1668
tests/kernels/test_cutlass.py,1668
benchmarks/benchmark_block_pool.py,1667
vllm/entrypoints/openai/tool_parsers/longcat_tool_parser.py,1666
tests/tool_use/test_openai_tool_parser.py,1666
vllm/attention/backends/dual_chunk_flash_attn.py,1664
tests/models/decoder_only/audio_language/test_ultravox.py,1661
vllm/model_executor/layers/rotary_embedding/rocm_aiter_rope_ops.py,1660
vllm/transformers_utils/configs/qwen3_next.py,1659
tests/kernels/test_flex_attention.py,1659
tests/kernels/test_blocksparse_attention.py,1658
tests/tool_use/test_deepseekv31_tool_parser.py,1657
tests/test_pooling_params.py,1654
docs/mkdocs/hooks/generate_argparse.py,1652
tests/kernels/moe/test_grouped_topk.py,1651
benchmarks/kernels/benchmark_w8a8_block_fp8.py,1651
tests/models/quantization/test_bitsandbytes.py,1649
tests/v1/cudagraph/test_cudagraph_dispatch.py,1647
tests/kernels/test_apply_repetition_penalties.py,1647
tests/entrypoints/openai/test_skip_tokenizer.py,1646
examples/offline_inference/load_sharded_state.py,1646
vllm/transformers_utils/tokenizer_group.py,1645
tests/compile/silly_attention.py,1645
tests/kernels/test_flash_attn.py,1641
tests/v1/kv_offload/test_cpu_gpu.py,1640
csrc/ops.h,1640
tests/kernels/moe/test_mxfp4_moe.py,1639
tests/v1/core/test_async_scheduler.py,1638
tests/models/language/pooling/test_reward.py,1638
tests/kernels/quantization/test_silu_mul_nvfp4_quant.py,1634
tests/entrypoints/openai/test_optional_middleware.py,1628
examples/offline_inference/neuron_speculation.py,1627
tests/tokenization/test_do_lower_case.py,1626
tests/model_executor/model_loader/tensorizer_loader/test_tensorizer.py,1624
vllm/distributed/eplb/rebalance_algo.py,1623
tests/entrypoints/openai/test_embedding_dimensions.py,1623
examples/online_serving/prompt_embed_inference_with_openai_client.py,1621
benchmarks/kernels/benchmark_bitblas.py,1621
tests/v1/tpu/test_spmd_model_weight_loading.py,1620
tests/entrypoints/openai/test_translation_validation.py,1620
tests/v1/tpu/test_tpu_qkv_linear.py,1619
vllm/transformers_utils/configs/olmo3.py,1616
tests/kernels/quantization/test_flashinfer_nvfp4_scaled_mm.py,1616
tests/v1/e2e/test_kv_sharing_fast_prefill.py,1615
tests/lora/test_long_context.py,1613
vllm/model_executor/models/decilm.py,1611
examples/offline_inference/basic/generate.py,1610
vllm/model_executor/warmup/kernel_warmup.py,1605
tests/entrypoints/pooling/openai/test_embedding.py,1601
vllm/model_executor/models/constant_size_cache.py,1600
vllm/distributed/kv_transfer/kv_connector/v1/p2p/tensor_memory_pool.py,1599
vllm/attention/backends/rocm_aiter_mla.py,1598
tests/spec_decode/conftest.py,1598
tests/v1/engine/test_fast_incdec_prefix_err.py,1597
tests/models/language/pooling_mteb_test/test_jina.py,1596
tests/models/language/generation/test_gemma.py,1596
examples/offline_inference/mistral-small.py,1596
examples/offline_inference/eagle.py,1595
vllm/distributed/eplb/__init__.py,1594
tests/v1/attention/test_attention_splitting.py,1594
tests/test_routing_simulator.py,1594
tests/models/language/pooling/test_pooler_config_init_behaviour.py,1593
tests/models/language/pooling_mteb_test/test_qwen3_reranker.py,1592
tests/models/language/pooling_mteb_test/test_mxbai_rerank.py,1592
tests/entrypoints/openai/test_response_api_with_harmony.py,1592
vllm/v1/worker/xpu_model_runner.py,1591
tests/spec_decode/e2e/test_mtp_correctness.py,1591
tests/models/language/pooling_mteb_test/test_gte.py,1591
tests/models/language/pooling_mteb_test/test_baai.py,1591
tests/kernels/quantization/test_flashinfer_scaled_mm.py,1591
tests/entrypoints/pooling/llm/test_classify.py,1591
vllm/transformers_utils/configs/nemotron_h.py,1590
tests/models/language/pooling/test_mm_classifier_conversion.py,1590
examples/pyproject.toml,1589
examples/online_serving/openai_chat_completion_client_with_tools_required.py,1589
tests/v1/engine/test_processor_multi_modal_uuids.py,1588
tests/models/language/pooling_mteb_test/test_cross_encoder.py,1587
vllm/transformers_utils/configs/deepseek_v3.py,1585
vllm/lora/layers/__init__.py,1585
tests/quantization/test_rtn.py,1585
tests/v1/kv_offload/test_cpu_offloading.py,1583
tests/v1/entrypoints/openai/responses/test_image.py,1583
tests/v1/core/test_encoder_cache_manager.py,1583
tests/kernels/test_moe.py,1583
tests/entrypoints/pooling/openai/test_rerank.py,1583
.buildkite/pyproject.toml,1583
tests/lora/test_llm_with_multi_loras.py,1580
examples/online_serving/openai_chat_completion_tool_calls_with_reasoning.py,1580
tests/evals/gsm8k/test_gsm8k_correctness.py,1577
tests/entrypoints/openai/test_return_token_ids.py,1576
tests/entrypoints/pooling/llm/test_encode.py,1575
tests/entrypoints/pooling/llm/test_embedding.py,1575
tests/config/test_mp_reducer.py,1575
tests/compile/test_noop_elimination.py,1575
benchmarks/kernels/deepgemm/benchmark_fp8_block_dense_gemm.py,1575
examples/offline_inference/neuron_eagle.py,1574
tests/models/language/pooling_mteb_test/test_st_projector.py,1573
tests/models/decoder_only/vision_language/vlm_utils/model_utils.py,1573
tests/entrypoints/pooling/llm/test_reward.py,1573
benchmarks/pyproject.toml,1573
tests/distributed/test_eplb_execute.py,1572
tests/models/test_terratorch.py,1571
vllm/attention/backends/flashmla.py,1570
tests/v1/kv_connector/unit/test_kv_connector_lifecyle.py,1570
tests/reasoning/test_hunyuan_reasoning_parser.py,1570
tests/models/language/pooling/test_token_classification.py,1570
tests/quantization/test_modelopt.py,1569
examples/offline_inference/disaggregated-prefill-v1/prefill_example.py,1568
examples/offline_inference/disaggregated-prefill-v1/decode_example.py,1568
tests/test_logits_processor.py,1567
tests/v1/generation/test_batch_invariance.py,1566
tests/models/multimodal/generation/test_maverick.py,1566
tests/models/language/pooling_mteb_test/test_snowflake_arctic_embed.py,1565
tests/models/language/pooling_mteb_test/test_nomic.py,1565
tests/models/language/pooling_mteb_test/test_intfloat.py,1565
tests/v1/attention/test_attention_backends_selection.py,1564
tests/kernels/test_prefix_prefill.py,1564
tests/entrypoints/openai/test_token_in_token_out.py,1564
tests/models/language/generation/test_bart.py,1563
examples/online_serving/openai_chat_completion_structured_outputs_with_reasoning.py,1563
tests/v1/tpu/test_kv_cache_update_kernel.py,1562
tests/v1/core/test_kv_sharing.py,1562
tests/models/multimodal/processing/test_mllama.py,1561
tests/entrypoints/pooling/llm/test_score.py,1561
examples/online_serving/streamlit_openai_chatbot_webserver.py,1561
tests/v1/kv_connector/unit/test_shared_storage_connector.py,1560
tests/reasoning/test_seedoss_reasoning_parser.py,1560
tests/models/decoder_only/vision_language/test_pixtral.py,1560
vllm/lora/layers/utils.py,1559
vllm/v1/worker/ubatch_splitting.py,1556
examples/offline_inference/qwen_1m.py,1556
vllm/attention/ops/triton_reshape_and_cache_flash.py,1555
tests/v1/tpu/test_tpu_int8.py,1555
tests/models/language/pooling/test_gte.py,1555
tests/reasoning/test_olmo3_reasoning_parser.py,1554
vllm/model_executor/layers/fla/ops/op.py,1553
tests/reasoning/test_glm4_moe_reasoning_parser.py,1553
tests/models/language/pooling/test_auto_prefix_cache_support.py,1553
vllm/model_executor/layers/shared_fused_moe/__init__.py,1552
vllm/entrypoints/cli/__init__.py,1552
tests/plugins_tests/conftest.py,1550
examples/online_serving/openai_transcription_client.py,1550
tests/entrypoints/openai/test_truncation.py,1549
benchmarks/benchmark_dataset.py,1549
tests/distributed/test_expert_placement.py,1548
vllm/v1/executor/utils.py,1547
tests/distributed/test_eplb_algo.py,1546
vllm/config/structured_outputs.py,1545
tests/v1/metrics/test_metrics_reader.py,1545
tests/v1/entrypoints/openai/test_completion_with_image_embeds.py,1545
tests/v1/attention/test_chunked_local_attention.py,1545
tests/kernels/moe/modular_kernel_tools/cli_args.py,1545
tests/distributed/test_node_count.py,1545
tests/core/conftest.py,1545
tests/worker/conftest.py,1543
tests/entrypoints/pooling/openai/test_score.py,1543
tests/entrypoints/openai/conftest.py,1543
tests/distributed/test_shm_storage.py,1543
tests/detokenizer/conftest.py,1543
tests/async_engine/conftest.py,1543
tests/models/decoder_only/vision_language/test_phi3v.py,1542
tests/distributed/test_nccl_symm_mem_allreduce.py,1542
tests/distributed/test_symm_mem_allreduce.py,1541
tests/mq_llm_engine/conftest.py,1540
tests/multimodal/test_audio.py,1539
vllm/model_executor/layers/shared_fused_moe/shared_fused_moe.py,1538
vllm/model_executor/layers/quantization/utils/mxfp8_utils.py,1538
tests/entrypoints/pooling/openai/test_classification.py,1538
examples/offline_inference/context_extension.py,1538
vllm/benchmarks/lib/ready_checker.py,1536
tests/entrypoints/test_context.py,1536
vllm/reasoning/seedoss_reasoning_parser.py,1535
tests/models/multimodal/generation/test_qwen2_5_vl.py,1535
tests/lora/test_gemma.py,1534
tests/kernels/attention/test_encoder_decoder_attn.py,1534
tests/entrypoints/openai/test_default_mm_loras.py,1534
tools/validate_config.py,1533
examples/online_serving/openai_chat_completion_structured_outputs_structural_tag.py,1533
tests/entrypoints/pooling/correctness/test_mteb_score.py,1532
tests/entrypoints/pooling/correctness/test_mteb_embed.py,1532
tests/engine/conftest.py,1532
vllm/model_executor/layers/mamba/mamba2_metadata.py,1531
tests/models/language/pooling/test_snowflake_arctic_embed.py,1531
tests/model_executor/model_loader/test_registry.py,1531
tests/evals/gsm8k/conftest.py,1531
vllm/compilation/post_cleanup.py,1530
tests/entrypoints/pooling/openai/test_embedding_long_text.py,1530
tests/distributed/test_shm_buffer.py,1530
tests/speculative_decoding/speculators/test_eagle3.py,1529
tests/test_envs.py,1528
vllm/model_executor/layers/rotary_embedding/yarn_scaling_rope.py,1527
tests/compile/conftest.py,1527
examples/offline_inference/disaggregated_prefill.py,1527
vllm/model_executor/model_loader/neuronx_distributed.py,1526
vllm/model_executor/layers/quantization/inc.py,1526
tests/tools/test_config_validator.py,1526
tests/neuron/1_core/test_prefix_prefill.py,1526
tests/entrypoints/openai/test_response_api_mcp_tools.py,1526
vllm/model_executor/layers/quantization/utils/nvfp4_moe_support.py,1525
tests/v1/entrypoints/openai/responses/test_basic.py,1525
tests/entrypoints/pooling/openai/test_vision_embedding.py,1525
tests/entrypoints/pooling/openai/test_pooling.py,1525
vllm/entrypoints/tool.py,1524
tests/v1/metrics/test_engine_logger_apis.py,1524
vllm/model_executor/layers/fla/ops/index.py,1523
vllm/lora/layers/qkv_x_parallel_linear.py,1523
examples/online_serving/ray_serve_deepseek.py,1523
examples/offline_inference/rlhf_colocate.py,1523
vllm/reasoning/__init__.py,1522
tests/v1/metrics/test_stats.py,1522
tests/distributed/test_quick_all_reduce.py,1522
vllm/model_executor/models/transformers_moe.py,1521
vllm/model_executor/layers/rotary_embedding/llama3_rope.py,1521
vllm/model_executor/layers/rotary_embedding/dynamic_ntk_scaling_rope.py,1521
vllm/model_executor/layers/rotary_embedding/dynamic_ntk_alpha_rope.py,1521
tests/v1/entrypoints/openai/responses/conftest.py,1521
tests/quantization/reference_mxfp4.py,1521
tests/models/multimodal/pooling/test_clip.py,1521
tests/model_executor/model_loader/test_sharded_state_loader.py,1521
examples/others/lmcache/cpu_offload_lmcache.py,1521
examples/online_serving/openai_classification_client.py,1521
vllm/model_executor/models/ernie45.py,1520
vllm/transformers_utils/configs/speculators/algos.py,1519
tests/v1/kv_connector/nixl_integration/test_disagg_accuracy.py,1519
tests/models/language/pooling/test_nomic.py,1519
tests/kernels/quantization/test_per_token_group_quant.py,1519
tests/kernels/attention/test_flashinfer_mla_decode.py,1519
tests/v1/entrypoints/openai/responses/test_structured_output.py,1518
tests/v1/entrypoints/openai/responses/test_stateful.py,1518
tests/neuron/1_core/test_block_table.py,1518
tests/lora/test_lora_allowed_token_ids.py,1518
tests/kernels/test_attention_selector.py,1518
tests/kernels/quantization/test_hadacore.py,1518
tests/evals/gsm8k/__init__.py,1518
vllm/model_executor/model_loader/online_quantization.py,1517
vllm/attention/backends/cpu_mla.py,1517
tests/v1/e2e/test_context_length.py,1517
tests/entrypoints/pooling/openai/test_truncation.py,1517
vllm/distributed/device_communicators/mnnvl_compat.py,1516
vllm/attention/utils/kv_sharing_utils.py,1516
tests/models/multimodal/generation/test_florence2.py,1516
tests/lora/test_default_mm_loras.py,1516
examples/online_serving/retrieval_augmented_generation_with_llamaindex.py,1516
examples/online_serving/retrieval_augmented_generation_with_langchain.py,1516
examples/others/lmcache/disagg_prefill_lmcache_v1/disagg_proxy_server.py,1515
examples/offline_inference/prompt_embed_inference.py,1515
tests/entrypoints/openai/test_classification.py,1514
tests/config/test_config_generation.py,1514
examples/others/lmcache/kv_cache_sharing_lmcache_v1.py,1514
examples/online_serving/utils.py,1514
examples/offline_inference/batch_llm_inference.py,1514
examples/offline_inference/automatic_prefix_caching.py,1514
vllm/v1/kv_offload/worker/worker.py,1513
tools/profiler/nsys_profile_tools/gputrc2graph.py,1513
tests/v1/kv_offload/test_worker.py,1513
tests/plugins/vllm_add_dummy_platform/vllm_add_dummy_platform/dummy_custom_ops.py,1513
tests/lora/test_transformers_model.py,1513
examples/others/lmcache/disagg_prefill_lmcache_v0.py,1513
vllm/ray/lazy_utils.py,1512
tests/model_executor/model_loader/runai_model_streamer/test_runai_utils.py,1512
tests/distributed/test_torchrun_example_moe.py,1512
tools/generate_cmake_presets.py,1511
tests/utils_/test_tensor_schema.py,1511
tests/utils_/test_gc_utils.py,1511
tests/model_executor/model_loader/fastsafetensors_loader/test_weight_utils.py,1511
tests/evals/gpt_oss/test_gpqa_correctness.py,1511
vllm/worker/multi_step_neuronx_distributed_model_runner.py,1510
vllm/worker/multi_step_neuron_model_runner.py,1510
vllm/v1/kv_offload/backends/cpu.py,1510
vllm/v1/kv_offload/backend.py,1510
vllm/lora/ops/ipex_ops/lora_ops.py,1510
vllm/lora/ops/ipex_ops/__init__.py,1510
vllm/logging_utils/log_time.py,1510
tests/evals/gpt_oss/conftest.py,1510
tests/evals/gpt_oss/__init__.py,1510
tests/entrypoints/openai/test_collective_rpc.py,1510
tests/cuda/test_cuda_context.py,1510
tests/models/language/pooling/test_multilabel_classification_support.py,1509
tests/detokenizer/test_min_tokens.py,1509
vllm/v1/sample/ops/logprobs.py,1508
vllm/model_executor/layers/mamba/ops/layernorm_gated.py,1508
tests/kernels/test_shuffle_rows.py,1508
tests/detokenizer/test_stop_string_while_stop_model_terminates.py,1508
vllm/benchmarks/lib/utils.py,1507
tests/v1/utils.py,1507
tests/v1/distributed/test_hybrid_lb_dp.py,1507
tests/v1/distributed/test_external_lb_dp.py,1507
tests/tool_use/mistral/test_mistral_tool_calls.py,1507
tests/tool_use/mistral/conftest.py,1507
tests/models/multimodal/generation/test_mllama.py,1507
tests/model_executor/model_loader/runai_model_streamer/test_weight_utils.py,1507
tests/models/language/pooling/test_baai.py,1506
tests/spec_decode/test_memory_usage.py,1504
tests/v1/test_async_llm_dp.py,1502
vllm/model_executor/guided_decoding/guidance_decoding.py,1501
vllm/third_party/pynvml.py,1500
vllm/worker/neuronx_distributed_model_runner.py,1499
tests/detokenizer/test_stop_checker.py,1496
benchmarks/kernels/bench_fp8_gemm.py,1496
tests/v1/core/test_specialized_manager.py,1495
tests/models/decoder_only/vision_language/test_qwen2_vl.py,1495
vllm/compilation/cuda_piecewise_backend.py,1490
tests/neuron/1_core/test_neuron_model_runner.py,1490
tests/models/encoder_decoder/vision_language/test_mllama.py,1486
tests/neuron/2_core/test_mistral.py,1485
tests/neuron/1_core/test_rotary_embedding.py,1485
tests/kernels/core/test_opcheck.py,1485
tests/neuron/2_core/test_multi_lora.py,1484
examples/offline_inference/neuron_multimodal.py,1481
tests/neuron/2_core/test_eagle.py,1479
vllm/model_executor/guided_decoding/guidance_logits_processors.py,1478
vllm/distributed/device_communicators/neuron_communicator.py,1478
tests/neuron/1_core/test_neuron_quant.py,1478
tests/neuron/1_core/test_cache.py,1478
tests/neuron/2_core/test_comm_ops.py,1476
tests/neuron/1_core/test_logits_processor.py,1476
tests/neuron/1_core/test_layernorm.py,1476
tests/neuron/1_core/test_activation.py,1476
tests/runai_model_streamer_test/test_runai_model_streamer_loader.py,1475
vllm/model_executor/models/minimax_cache.py,1471
vllm/distributed/kv_transfer/kv_connector/mooncake_store_connector.py,1471
vllm/distributed/kv_transfer/kv_connector/lmcache_connector.py,1469
vllm/compilation/base_piecewise_backend.py,1469
tests/kernels/attention/test_blocksparse_attention.py,1468
tests/models/quantization/test_aqlm.py,1467
tests/engine/test_multi_step_output_processor.py,1467
vllm/distributed/kv_transfer/kv_connector_agent.py,1465
vllm/transformers_utils/configs/skyworkr1v.py,1464
vllm/transformers_utils/configs/minimax_vl_01.py,1463
vllm/transformers_utils/configs/minimax_text_01.py,1463
vllm/worker/multi_step_hpu_worker.py,1459
tests/engine/test_stop_strings.py,1459
examples/offline_inference/basic/basic.py,1459
tests/models/embedding/vision_language/test_llava_next.py,1453
tests/entrypoints/openai/correctness/test_mteb.py,1453
tests/kernels/test_cutlass_mla_decode.py,1451
examples/offline_inference/reproducibility.py,1451
tests/fastsafetensors_loader/test_fastsafetensors_loader.py,1449
vllm/transformers_utils/chat_templates/__init__.py,1448
tests/v1/shutdown/utils.py,1446
tests/kernels/quantization/test_aqlm.py,1446
vllm/worker/openvino_worker.py,1444
tests/engine/test_options.py,1444
tests/build_cython.py,1444
.buildkite/lm-eval-harness/conftest.py,1444
vllm/jsontree.py,1443
tests/kv_transfer/test_disagg.py,1443
vllm/benchmarks/endpoint_request_func.py,1441
tests/models/decoder_only/language/test_gguf.py,1441
tests/fastsafetensors_loader/test_weight_utils.py,1441
tests/v1/test_metrics_reader.py,1440
tests/models/decoder_only/vision_language/vlm_utils/core.py,1440
examples/offline_inference/metrics.py,1440
examples/online_serving/openai_embedding_matryoshka_fy.py,1439
vllm/benchmarks/utils.py,1438
tests/models/language/generation/test_granitemoehybrid.py,1438
tests/mistral_tool_use/test_mistral_tool_calls.py,1438
tests/mistral_tool_use/conftest.py,1438
tests/models/embedding/vision_language/test_phi3v.py,1436
tests/kernels/test_flashinfer.py,1436
tests/model_executor/test_logits_processor.py,1432
tests/runai_model_streamer_test/test_weight_utils.py,1431
tests/models/embedding/utils.py,1427
tests/lora/data/long_context_test_data.py,1427
tests/models/decoder_only/vision_language/test_awq.py,1417
tests/kernels/test_gguf.py,1417
tests/models/decoder_only/vision_language/vlm_utils/types.py,1407
benchmarks/kernels/benchmark_reshape_and_cache_flash.py,1394
vllm/v1/stats/common.py,1383
tests/kernels/test_layernorm.py,1372
tests/models/decoder_only/vision_language/vlm_utils/case_filtering.py,1367
tests/models/embedding/vision_language/test_dse_qwen2_vl.py,1364
tests/models/embedding/language/test_gritlm.py,1364
tests/models/decoder_only/vision_language/vlm_utils/builders.py,1359
tests/models/decoder_only/vision_language/vlm_utils/runners.py,1355
tests/models/encoder_decoder/vision_language/test_florence2.py,1340
benchmarks/benchmark_guided.py,1339
tests/kernels/test_triton_scaled_mm.py,1338
tests/kernels/test_machete_mm.py,1337
vllm/entrypoints/openai/reasoning_parsers/deepseek_r1_reasoning_parser.py,1335
