module,revisions,code
vllm/model_executor/layers/quantization/kv_cache.py,16,107
vllm/compilation/fusion_attn.py,16,280
vllm/model_executor/models/apertus.py,16,457
benchmarks/kernels/benchmark_lora.py,16,1174
vllm/v1/attention/backends/mla/flashinfer_mla.py,16,160
tests/quantization/test_torchao.py,16,299
vllm/model_executor/model_loader/gguf_loader.py,16,258
vllm/tracing.py,16,93
docs/features/quantization/quark.md,16,242
vllm/model_executor/layers/quantization/input_quant_fp8.py,16,164
vllm/lora/ops/triton_ops/utils.py,16,248
examples/online_serving/openai_chat_completion_client_for_multimodal.py,16,315
vllm/model_executor/models/ernie45_vl_moe.py,16,640
csrc/moe/moe_align_sum_kernels.cu,16,615
tests/kernels/moe/modular_kernel_tools/common.py,16,554
.buildkite/scripts/hardware_ci/run-amd-test.sh,16,190
tests/lora/utils.py,16,344
vllm/scripts.py,16,9
tests/test_sequence.py,16,38
requirements/xpu.txt,16,16
vllm/utils/torch_utils.py,16,458
vllm/model_executor/models/terratorch.py,16,234
docs/community/meetups.md,16,3
tests/kernels/moe/test_batched_moe.py,16,296
vllm/model_executor/layers/fused_moe/moe_align_block_size.py,15,59
tests/kernels/moe/test_modular_kernel_combinations.py,15,276
tests/entrypoints/llm/test_accuracy.py,15,54
tests/entrypoints/openai/test_basic.py,15,161
vllm/distributed/kv_events.py,15,289
vllm/env_override.py,15,231
vllm/entrypoints/cli/main.py,15,58
vllm/model_executor/models/deepseek_eagle.py,15,201
vllm/model_executor/layers/fused_moe/cpu_fused_moe.py,15,385
vllm/v1/worker/gpu/spec_decode/eagle.py,15,472
tests/plugins/vllm_add_dummy_model/vllm_add_dummy_model/my_gemma_embedding.py,15,44
benchmarks/kernels/benchmark_grouped_gemm_cutlass.py,15,354
vllm/model_executor/models/llama4_eagle.py,15,175
docs/deployment/k8s.md,15,344
vllm/device_allocator/cumem.py,15,171
vllm/model_executor/warmup/deep_gemm_warmup.py,15,261
csrc/cpu/cpu_types_x86.hpp,15,598
vllm/model_executor/models/step3_text.py,15,489
vllm/assets/image.py,15,42
vllm/model_executor/layers/mla.py,15,134
vllm/transformers_utils/configs/mistral.py,15,214
vllm/model_executor/layers/quantization/compressed_tensors/schemes/compressed_tensors_w4a16_24.py,15,143
tests/kernels/moe/test_block_fp8.py,15,245
tests/v1/spec_decode/test_tree_attention.py,15,268
.github/workflows/reminder_comment.yml,15,50
vllm/model_executor/model_loader/tensorizer_loader.py,15,114
tests/kernels/moe/test_nvfp4_moe.py,15,126
vllm/v1/core/sched/interface.py,15,86
vllm/model_executor/layers/quantization/gptq_marlin_24.py,15,244
vllm/config/utils.py,15,218
docs/serving/expert_parallel_deployment.md,15,233
vllm/reasoning/__init__.py,15,76
tests/plugins_tests/test_platform_plugins.py,15,31
docs/mkdocs/hooks/generate_examples.py,15,142
tests/lora/test_lora_checkpoints.py,15,110
docker/Dockerfile.xpu,15,64
docs/features/spec_decode.md,15,255
tests/v1/e2e/test_async_scheduling.py,14,309
tests/kernels/core/test_pos_encoding.py,14,164
vllm/model_executor/layers/quantization/ptpc_fp8.py,14,97
tests/entrypoints/llm/test_chat.py,14,139
tests/v1/kv_connector/unit/test_multi_connector.py,14,482
vllm/model_executor/models/minimax_m2.py,14,448
tests/quantization/test_register_quantization_config.py,14,87
tests/compile/test_pass_manager.py,14,55
tests/v1/engine/test_engine_args.py,14,60
vllm/model_executor/__init__.py,14,5
csrc/dispatch_utils.h,14,126
vllm/lora/ops/triton_ops/lora_shrink_op.py,14,207
tests/distributed/test_context_parallel.py,14,241
vllm/model_executor/layers/quantization/quark/schemes/quark_w8a8_fp8.py,14,149
vllm/model_executor/layers/mamba/mamba_utils.py,14,237
docs/getting_started/installation/README.md,14,14
vllm/model_executor/models/mimo_mtp.py,14,224
vllm/v1/attention/backends/short_conv_attn.py,14,20
tests/v1/kv_connector/unit/test_remote_decode_lifecycle.py,14,165
.buildkite/lm-eval-harness/configs/models-small.txt,14,6
vllm/reasoning/gptoss_reasoning_parser.py,14,141
tests/compile/distributed/test_fusions_e2e.py,14,237
vllm/v1/cudagraph_dispatcher.py,14,163
tests/kernels/moe/test_deepgemm.py,14,138
vllm/model_executor/layers/quantization/kernels/mixed_precision/__init__.py,14,85
vllm/model_executor/models/lfm2_moe.py,14,647
tests/entrypoints/openai/test_cli_args.py,14,173
vllm/model_executor/models/moonvit.py,14,401
tests/lora/test_add_lora.py,14,72
docs/models/generative_models.md,14,105
vllm/v1/structured_output/request.py,14,75
vllm/distributed/device_communicators/xpu_communicator.py,14,166
docs/design/metrics.md,14,528
tests/lora/test_utils.py,14,169
tests/entrypoints/openai/test_lora_adapters.py,14,276
tests/v1/test_serial_utils.py,14,182
vllm/model_executor/layers/quantization/kernels/scaled_mm/__init__.py,14,172
vllm/model_executor/layers/mamba/linear_attn.py,14,363
vllm/v1/spec_decode/metrics.py,14,159
tests/entrypoints/openai/test_serving_responses.py,14,242
vllm/transformers_utils/s3_utils.py,14,48
vllm/entrypoints/cli/openai.py,14,209
vllm/v1/worker/tpu_input_batch.py,14,435
vllm/model_executor/models/qwen3_next_mtp.py,14,242
tests/entrypoints/openai/test_prompt_validation.py,14,86
vllm/scalar_type.py,14,185
.buildkite/check-wheel-size.py,14,36
vllm/model_executor/layers/mamba/ops/ssd_combined.py,13,150
tests/models/multimodal/generation/vlm_utils/types.py,13,131
docs/features/nixl_connector_usage.md,13,148
tests/test_regression.py,13,46
tests/kernels/moe/modular_kernel_tools/mk_objects.py,13,426
vllm/reasoning/basic_parsers.py,13,111
vllm/v1/executor/ray_executor.py,13,417
vllm/lora/layers/base_linear.py,13,130
tests/compile/backend.py,13,71
tests/entrypoints/openai/test_completion_with_prompt_embeds.py,13,247
vllm/distributed/device_communicators/cuda_wrapper.py,13,133
tests/v1/kv_offload/test_cpu_offloading.py,13,140
docker/Dockerfile.nightly_torch,13,167
vllm/model_executor/models/phi4mm_audio.py,13,759
vllm/v1/core/sched/utils.py,13,32
vllm/compilation/counter.py,13,32
tests/models/multimodal/processing/test_llava_next.py,13,145
tests/v1/attention/test_sparse_mla_backends.py,13,485
tools/profiler/visualize_layerwise_profile.py,13,479
vllm/v1/worker/gpu/states.py,13,82
tests/models/multimodal/processing/test_llava_onevision.py,13,145
tests/kernels/attention/test_mha_attn.py,13,166
docs/features/quantization/README.md,13,178
tests/entrypoints/openai/test_openai_schema.py,13,94
vllm/v1/worker/dp_utils.py,13,134
vllm/model_executor/models/longcat_flash.py,13,632
benchmarks/kernels/deepgemm/benchmark_fp8_block_dense_gemm.py,13,328
vllm/model_executor/layers/mamba/ops/ssd_chunk_scan.py,13,410
tests/entrypoints/offline_mode/test_offline_mode.py,13,108
vllm/model_executor/models/jina_vl.py,13,117
vllm/model_executor/layers/quantization/kernels/mixed_precision/marlin.py,13,163
tests/v1/cudagraph/test_cudagraph_mode.py,13,108
csrc/moe/marlin_moe_wna16/marlin_template.h,13,1784
examples/offline_inference/basic/embed.py,13,32
vllm/model_executor/layers/rotary_embedding/__init__.py,13,274
tests/models/multimodal/processing/test_internvl.py,13,102
vllm/compilation/monitor.py,13,41
examples/offline_inference/encoder_decoder_multimodal.py,13,94
vllm/entrypoints/cli/benchmark/main.py,13,42
tests/models/language/generation/test_mistral.py,13,292
vllm/lora/ops/triton_ops/lora_expand_op.py,13,221
tests/models/multimodal/processing/test_qwen2_vl.py,13,71
csrc/rocm/ops.h,13,24
vllm/v1/worker/gpu_ubatch_wrapper.py,13,369
vllm/model_executor/models/hunyuan_vision.py,13,795
tests/quantization/test_lm_head.py,13,36
tests/v1/sample/test_sampling_params_e2e.py,13,119
tools/ep_kernels/install_python_libraries.sh,13,175
tests/entrypoints/conftest.py,13,174
tests/kernels/attention/test_attention.py,13,390
tests/lora/test_minicpmv_tp.py,13,100
vllm/v1/executor/ray_distributed_executor.py,13,4
tests/samplers/test_no_bad_words.py,13,136
tests/basic_correctness/test_cpu_offload.py,13,5
examples/offline_inference/basic/score.py,12,28
tests/v1/kv_connector/unit/test_remote_prefill_lifecycle.py,12,397
tests/v1/spec_decode/test_max_len.py,12,72
tools/pre_commit/check_pickle_imports.py,12,83
vllm/model_executor/model_loader/runai_streamer_loader.py,12,84
vllm/model_executor/layers/quantization/kernels/scaled_mm/aiter.py,12,66
docs/features/quantization/int8.md,12,106
csrc/quantization/gptq/q_gemm.cu,12,1532
vllm/model_executor/layers/quantization/gptq_bitblas.py,12,361
vllm/v1/engine/parallel_sampling.py,12,86
tests/tool_use/test_tool_choice_required.py,12,320
examples/offline_inference/rlhf.py,12,75
vllm/model_executor/models/seed_oss.py,12,409
vllm/benchmarks/latency.py,12,143
tests/plugins/vllm_add_dummy_platform/vllm_add_dummy_platform/dummy_platform.py,12,27
.github/workflows/scripts/build.sh,12,11
tests/quantization/utils.py,12,13
vllm/model_executor/layers/quantization/utils/int8_utils.py,12,326
tests/entrypoints/openai/test_shutdown.py,12,76
benchmarks/auto_tune/auto_tune.sh,12,267
docs/features/quantization/int4.md,12,132
vllm/entrypoints/logger.py,12,69
tests/models/multimodal/generation/test_whisper.py,12,175
vllm/model_executor/model_loader/sharded_state_loader.py,12,173
vllm/model_executor/layers/mamba/short_conv.py,12,200
vllm/model_executor/models/arcee.py,12,325
tests/entrypoints/openai/test_return_tokens_as_ids.py,12,87
tests/kernels/moe/utils.py,12,483
csrc/quantization/gguf/gguf_kernel.cu,12,519
.buildkite/lm-eval-harness/run-lm-eval-gsm-vllm-baseline.sh,12,43
docs/features/disagg_prefill.md,12,58
docs/features/README.md,12,67
vllm/triton_utils/__init__.py,12,15
tests/kernels/quantization/test_marlin_gemm.py,12,583
vllm/transformers_utils/configs/ultravox.py,12,57
vllm/v1/pool/metadata.py,12,95
csrc/cpu/utils.cpp,12,158
requirements/cpu-build.txt,12,10
vllm/distributed/device_communicators/cpu_communicator.py,12,198
vllm/distributed/kv_transfer/kv_connector/v1/p2p/p2p_nccl_engine.py,12,525
tests/kernels/moe/test_moe_permute_unpermute.py,12,271
tests/models/multimodal/generation/test_pixtral.py,12,164
benchmarks/benchmark_prioritization.py,12,173
docs/configuration/conserving_memory.md,12,127
vllm/model_executor/layers/quantization/compressed_tensors/schemes/compressed_tensors_24.py,12,293
vllm/model_executor/warmup/kernel_warmup.py,12,54
csrc/rocm/skinny_gemms.cu,12,1865
vllm/connections.py,12,139
vllm/model_executor/models/aimv2.py,12,204
csrc/mamba/mamba_ssm/selective_scan_fwd.cu,12,664
tests/models/language/pooling/test_gritlm.py,12,126
requirements/build.txt,12,13
.github/workflows/pre-commit.yml,12,24
vllm/model_executor/models/minicpm_eagle.py,12,311
vllm/v1/attention/backends/mamba1_attn.py,12,21
vllm/model_executor/layers/fused_moe/flashinfer_trtllm_moe.py,12,230
tests/entrypoints/openai/test_translation_validation.py,12,228
vllm/model_executor/layers/fused_moe/fused_moe_modular_method.py,12,91
vllm/v1/executor/uniproc_executor.py,12,129
tests/models/multimodal/generation/vlm_utils/core.py,12,143
vllm/v1/sample/logits_processor/__init__.py,12,206
tests/models/multimodal/generation/test_qwen2_vl.py,12,355
vllm/config/pooler.py,12,83
tests/models/multimodal/processing/test_h2ovl.py,12,137
vllm/beam_search.py,12,53
tests/quantization/test_cpu_offload.py,12,50
tests/models/multimodal/processing/test_phi3v.py,12,37
.github/PULL_REQUEST_TEMPLATE.md,12,14
vllm/compilation/activation_quant_fusion.py,12,155
vllm/config/observability.py,12,76
tests/v1/kv_connector/unit/test_offloading_connector.py,12,531
vllm/reasoning/mistral_reasoning_parser.py,12,92
vllm/v1/kv_offload/worker/cpu_gpu.py,12,189
tests/models/multimodal/processing/test_idefics3.py,12,47
vllm/model_executor/layers/quantization/utils/marlin_utils_fp4.py,12,429
vllm/model_executor/models/transformers/base.py,11,377
docs/features/quantization/fp8.md,11,99
vllm/tokenizers/registry.py,11,175
tests/distributed/test_shm_broadcast.py,11,86
tests/plugins/vllm_add_dummy_model/vllm_add_dummy_model/my_llava.py,11,20
examples/online_serving/openai_transcription_client.py,11,109
tests/v1/engine/utils.py,11,213
vllm/v1/executor/ray_utils.py,11,326
tests/v1/attention/test_attention_splitting.py,11,256
docs/contributing/ci/update_pytorch_version.md,11,77
vllm/model_executor/layers/quantization/utils/marlin_utils_test.py,11,158
docs/design/io_processor_plugins.md,11,72
vllm/compilation/fx_utils.py,11,53
vllm/model_executor/models/openpangu.py,11,1188
benchmarks/multi_turn/benchmark_serving_multi_turn.py,11,1256
vllm/compilation/noop_elimination.py,11,49
vllm/transformers_utils/chat_templates/registry.py,11,50
vllm/model_executor/layers/resampler.py,11,187
vllm/compilation/matcher_utils.py,11,388
vllm/distributed/eplb/rebalance_execute.py,11,445
vllm/config/lora.py,11,52
vllm/model_executor/layers/quantization/kernels/mixed_precision/machete.py,11,123
tests/lora/test_lora_huggingface.py,11,35
csrc/quantization/marlin/sparse/marlin_24_cuda_kernel.cu,11,841
tests/kernels/attention/test_rocm_attention_selector.py,11,41
tests/models/language/pooling/test_reward.py,11,119
vllm/v1/spec_decode/utils.py,11,66
tests/quantization/test_configs.py,11,59
tests/samplers/test_ignore_eos.py,11,21
vllm/model_executor/models/mimo.py,11,140
vllm/v1/sample/ops/penalties.py,11,34
tests/kernels/quantization/test_cutlass_scaled_mm.py,11,531
benchmarks/kernels/benchmark_moe_permute_unpermute.py,11,362
docs/mkdocs/stylesheets/extra.css,11,160
vllm/reasoning/hunyuan_a13b_reasoning_parser.py,11,146
vllm/v1/worker/gpu/attn_utils.py,11,165
csrc/custom_all_reduce.cuh,11,467
tests/models/quantization/test_fp8.py,11,133
tests/models/language/pooling/embed_utils.py,11,58
vllm/model_executor/models/keye_vl1_5.py,11,530
vllm/model_executor/layers/fused_moe/moe_permute_unpermute.py,11,151
vllm/model_executor/models/phi4mm_utils.py,11,1191
tests/entrypoints/openai/tool_parsers/test_pythonic_tool_parser.py,11,201
vllm/compilation/piecewise_backend.py,11,191
docs/api/README.md,11,61
vllm/model_executor/layers/quantization/compressed_tensors/schemes/compressed_tensors_w8a16_fp8.py,11,109
docs/design/cuda_graphs.md,11,163
tests/v1/cudagraph/test_cudagraph_dispatch.py,11,408
tests/models/multimodal/processing/test_llama4.py,11,68
vllm/reasoning/qwen3_reasoning_parser.py,11,28
CONTRIBUTING.md,11,2
vllm/model_executor/layers/fused_moe/trtllm_moe.py,11,151
docs/design/fused_moe_modular_kernel.md,11,153
docs/features/quantization/quantized_kvcache.md,11,145
tests/entrypoints/llm/test_prompt_validation.py,11,24
vllm/model_executor/models/ernie_mtp.py,11,204
tests/entrypoints/openai/test_models.py,11,39
tests/v1/spec_decode/test_mtp.py,11,157
examples/offline_inference/qwen2_5_omni/only_thinker.py,11,156
vllm/lora/layers/column_parallel_linear.py,11,440
.github/workflows/cleanup_pr_body.yml,11,24
vllm/transformers_utils/configs/nemotron.py,11,94
docs/cli/README.md,11,127
csrc/quantization/awq/gemm_kernels.cu,11,418
vllm/model_executor/layers/quantization/kernels/scaled_mm/cutlass.py,11,128
tests/entrypoints/openai/tool_parsers/utils.py,11,145
tests/v1/structured_output/test_utils.py,11,85
tests/kernels/moe/test_silu_mul_fp8_quant_deep_gemm.py,11,223
vllm/model_executor/models/transformers/multimodal.py,10,333
vllm/model_executor/layers/quantization/bitblas.py,10,391
tests/kernels/attention/test_triton_unified_attention.py,10,187
tests/entrypoints/openai/test_chat_echo.py,10,102
vllm/assets/audio.py,10,28
vllm/collect_env.py,10,549
vllm/v1/spec_decode/medusa.py,10,54
vllm/logits_process.py,10,78
tests/v1/logits_processors/test_custom_offline.py,10,138
vllm/compilation/caching.py,10,360
vllm/lora/punica_wrapper/punica_selector.py,10,14
csrc/cpu/cpu_attn_impl.hpp,10,1557
tests/v1/e2e/test_kv_sharing_fast_prefill.py,10,69
tests/quantization/test_blackwell_moe.py,10,125
vllm/v1/kv_offload/cpu.py,10,88
vllm/v1/metrics/ray_wrappers.py,10,120
vllm/v1/attention/backends/linear_attn.py,10,71
vllm/model_executor/layers/quantization/compressed_tensors/triton_scaled_mm.py,10,161
vllm/model_executor/models/telechat2.py,10,114
vllm/distributed/kv_transfer/kv_connector/v1/lmcache_integration/vllm_v1_adapter.py,10,993
csrc/quantization/fp4/nvfp4_quant_kernels.cu,10,165
examples/offline_inference/mistral-small.py,10,113
vllm/transformers_utils/processors/__init__.py,10,14
vllm/model_executor/model_loader/base_loader.py,10,46
cmake/external_projects/flashmla.cmake,10,133
tests/distributed/test_same_node.py,10,36
vllm/profiler/layerwise_profile.py,10,316
examples/online_serving/openai_chat_completion_with_reasoning_streaming.py,10,30
csrc/rocm/torch_bindings.cpp,10,38
benchmarks/kernels/benchmark_layernorm.py,10,74
csrc/moe/grouped_topk_kernels.cu,10,674
examples/offline_inference/save_sharded_state.py,10,49
tests/entrypoints/openai/correctness/test_lmeval.py,10,48
use_existing_torch.py,10,40
vllm/transformers_utils/configs/jais.py,10,109
docs/getting_started/installation/gpu.md,10,64
csrc/layernorm_quant_kernels.cu,10,220
tests/models/language/pooling/test_token_classification.py,10,95
vllm/model_executor/layers/quantization/quark/utils.py,10,72
tests/v1/core/test_async_scheduler.py,10,189
vllm/v1/structured_output/backend_types.py,10,45
tests/plugins_tests/test_io_processor_plugins.py,10,84
benchmarks/kernels/benchmark_quant.py,10,86
vllm/model_executor/layers/rotary_embedding/deepseek_scaling_rope.py,10,155
tests/entrypoints/llm/test_collective_rpc.py,10,25
vllm/compilation/cuda_graph.py,10,190
csrc/quantization/activation_kernels.cu,10,537
tests/kernels/moe/test_gpt_oss_triton_kernels.py,10,272
tests/models/multimodal/processing/test_mllama4.py,10,43
.buildkite/scripts/generate-nightly-index.py,10,259
tests/v1/sample/test_topk_topp_sampler.py,10,71
tests/lora/test_lora_functions.py,10,83
tests/tool_use/test_parallel_tool_calls.py,10,190
benchmarks/benchmark_ngram_proposer.py,10,178
vllm/lora/layers/vocal_parallel_embedding.py,10,114
vllm/reasoning/granite_reasoning_parser.py,10,187
vllm/lora/layers/row_parallel_linear.py,10,113
tests/kernels/moe/test_moe_align_block_size.py,10,317
tests/v1/sample/utils.py,10,128
benchmarks/kernels/benchmark_w8a8_block_fp8.py,10,321
tests/kernels/test_flex_attention.py,10,161
vllm/entrypoints/pooling/score/serving.py,10,410
tests/models/multimodal/generation/test_granite_speech.py,10,122
tools/profiler/print_layerwise_table.py,10,67
vllm/reasoning/glm4_moe_reasoning_parser.py,10,3
docs/design/arch_overview.md,10,188
tests/kernels/attention/test_prefix_prefill.py,10,548
tests/multimodal/test_video.py,10,150
vllm/distributed/device_communicators/symm_mem.py,10,135
tests/v1/executor/test_executor.py,9,111
vllm/config/structured_outputs.py,9,36
tests/models/multimodal/pooling/test_prithvi_mae.py,9,43
tests/v1/e2e/test_cascade_attention.py,9,23
vllm/v1/core/sched/async_scheduler.py,9,47
tests/models/multimodal/generation/vlm_utils/custom_inputs.py,9,117
tests/distributed/test_pp_cudagraph.py,9,32
vllm/entrypoints/cli/run_batch.py,9,46
benchmarks/kernels/graph_machete_bench.py,9,53
vllm/reasoning/olmo3_reasoning_parser.py,9,151
tests/models/multimodal/processing/test_glm4_1v.py,9,77
tests/distributed/test_expert_parallel.py,9,196
vllm/lora/lora_weights.py,9,196
tests/kernels/moe/test_flashinfer_moe.py,9,154
csrc/quantization/fp4/nvfp4_experts_quant.cu,9,332
tests/models/multimodal/generation/test_phi4mm.py,9,252
examples/offline_inference/multilora_inference.py,9,65
tests/plugins/prithvi_io_processor_plugin/prithvi_io_processor/prithvi_processor.py,9,302
csrc/cpu/cpu_types.hpp,9,18
tests/compile/test_wrapper.py,9,89
csrc/cutlass_extensions/vllm_cutlass_library_extension.py,9,57
tests/kernels/quantization/test_machete_mm.py,9,323
tests/kernels/quantization/test_rocm_skinny_gemms.py,9,195
examples/others/tensorize_vllm_model.py,9,243
vllm/model_executor/layers/mamba/ops/ssd_chunk_state.py,9,627
vllm/entrypoints/openai/engine/serving.py,9,1258
vllm/utils/gc_utils.py,9,85
tests/models/multimodal/pooling/test_jinavl_reranker.py,9,308
examples/online_serving/openai_chat_completion_with_reasoning.py,9,30
docs/deployment/frameworks/haystack.md,9,39
vllm/transformers_utils/processors/ovis.py,9,299
vllm/model_executor/layers/lightning_attn.py,9,496
tests/weight_loading/test_weight_loading.py,9,34
examples/offline_inference/mlpspeculator.py,9,42
vllm/model_executor/layers/mamba/abstract.py,9,45
vllm/model_executor/layers/quantization/awq_triton.py,9,230
vllm/lora/layers/logits_processor.py,9,139
vllm/model_executor/layers/rotary_embedding/llama4_vision_rope.py,9,64
.readthedocs.yaml,9,14
vllm/config/kv_transfer.py,9,53
csrc/moe/marlin_moe_wna16/generate_kernels.py,9,244
docs/contributing/model/transcription.md,9,222
vllm/model_executor/models/isaac.py,9,1082
docs/getting_started/installation/gpu.cuda.inc.md,9,184
csrc/attention/dtype_bfloat16.cuh,9,375
tests/v1/core/test_single_type_kv_cache_manager.py,9,342
vllm/model_executor/layers/quantization/utils/gptq_utils.py,9,118
vllm/model_executor/layers/quantization/kernels/scaled_mm/ScaledMMLinearKernel.py,9,147
examples/offline_inference/basic/chat.py,9,72
tests/compile/test_decorator.py,9,218
csrc/moe/marlin_moe_wna16/ops.cu,9,702
tests/entrypoints/openai/tool_parsers/test_hermes_tool_parser.py,9,367
csrc/cutlass_extensions/epilogue/scaled_mm_epilogues_c3x.hpp,9,299
tests/v1/e2e/test_correctness_sliding_window.py,9,59
tests/models/multimodal/test_mapping.py,9,77
docs/features/quantization/bitblas.md,9,43
tests/models/test_vision.py,9,338
docs/contributing/model/README.md,9,17
vllm/model_executor/layers/quantization/kernels/scaled_mm/triton.py,9,70
tools/report_build_time_ninja.py,9,177
vllm/model_executor/layers/quantization/compressed_tensors/schemes/compressed_tensors_scheme.py,9,19
docs/contributing/model/registration.md,9,36
vllm/tokenizers/mistral.py,9,392
vllm/reasoning/step3_reasoning_parser.py,9,73
vllm/distributed/kv_transfer/kv_connector/v1/lmcache_mp_connector.py,9,500
tests/v1/entrypoints/conftest.py,9,136
vllm/reasoning/deepseek_v3_reasoning_parser.py,9,51
csrc/moe/moe_permute_unpermute_op.cu,9,183
docs/design/torch_compile.md,9,186
vllm/utils/tensor_schema.py,9,197
docs/deployment/integrations/production-stack.md,9,116
tests/kernels/moe/parallel_utils.py,9,163
vllm/model_executor/layers/fused_moe/shared_fused_moe.py,9,68
vllm/config/load.py,9,54
vllm/lora/punica_wrapper/utils.py,9,91
tests/kernels/attention/test_flashmla.py,9,156
tests/kernels/attention/test_flash_attn.py,9,189
vllm/distributed/device_communicators/shm_object_storage.py,9,383
vllm/model_executor/layers/quantization/quark/schemes/quark_w8a8_int8.py,8,101
tests/tool_use/test_chat_completions.py,8,127
tests/quantization/test_experts_int8.py,8,29
tests/v1/determinism/test_batch_invariance.py,8,712
tests/tool_use/test_tool_calls.py,8,140
tests/v1/kv_connector/nixl_integration/toy_proxy_server.py,8,188
docs/features/quantization/auto_awq.md,8,63
vllm/utils/argparse_utils.py,8,321
vllm/v1/worker/ubatch_utils.py,8,148
.github/workflows/stale.yml,8,44
tests/lora/test_peft_helper.py,8,74
vllm/transformers_utils/__init__.py,8,17
tests/entrypoints/openai/test_root_path.py,8,88
vllm/distributed/kv_transfer/kv_transfer_state.py,8,44
vllm/entrypoints/pooling/pooling/serving.py,8,292
tests/kernels/mamba/test_mamba_ssm.py,8,968
vllm/distributed/device_communicators/all_reduce_utils.py,8,239
vllm/reasoning/deepseek_r1_reasoning_parser.py,8,45
vllm/model_executor/models/transformers/moe.py,8,224
tests/lora/test_punica_ops.py,8,386
tests/v1/engine/conftest.py,8,64
benchmarks/cutlass_benchmarks/sparse_benchmarks.py,8,409
vllm/model_executor/models/opencua.py,8,209
vllm/transformers_utils/runai_utils.py,8,55
vllm/reasoning/minimax_m2_reasoning_parser.py,8,69
tests/evals/gsm8k/test_gsm8k_correctness.py,8,75
vllm/entrypoints/openai/parser/responses_parser.py,8,147
tests/kernels/core/test_fused_quant_layernorm.py,8,186
tests/entrypoints/test_responses_utils.py,8,450
examples/offline_inference/lora_with_quantization_inference.py,8,93
csrc/attention/paged_attention_v1.cu,8,146
examples/offline_inference/structured_outputs.py,8,69
vllm/model_executor/models/kimi_linear.py,8,588
vllm/transformers_utils/configs/mlp_speculator.py,8,31
vllm/assets/base.py,8,23
tests/models/multimodal/generation/vlm_utils/builders.py,8,264
tests/models/quantization/test_gguf.py,8,162
docs/design/multiprocessing.md,8,130
vllm/model_executor/models/glmasr.py,8,777
benchmarks/kernels/benchmark_rmsnorm.py,8,209
csrc/quantization/machete/machete_mainloop.cuh,8,1008
docs/design/prefix_caching.md,8,174
tests/entrypoints/openai/test_oot_registration.py,8,32
benchmarks/benchmark_utils.py,8,89
tests/reasoning/utils.py,8,142
csrc/core/scalar_type.hpp,8,252
vllm/model_executor/models/interns1_vit.py,8,336
tests/lora/test_fused_moe_lora_kernel.py,8,411
tests/kernels/core/test_activation.py,8,128
tests/compile/test_aot_compile.py,8,510
csrc/sampler.cu,8,544
vllm/transformers_utils/processors/deepseek_vl2.py,8,276
tests/kernels/core/test_rotary_embedding.py,8,57
vllm/model_executor/models/phi3.py,8,10
tests/plugins_tests/test_scheduler_plugins.py,8,22
vllm/model_executor/layers/quantization/compressed_tensors/schemes/compressed_tensors_w4a16_nvfp4.py,8,97
.buildkite/scripts/hardware_ci/run-tpu-v1-test-part2.sh,8,113
vllm/entrypoints/pooling/embed/protocol.py,8,40
tests/kernels/mamba/test_causal_conv1d.py,8,293
vllm/lora/layers/base.py,8,46
vllm/model_executor/layers/fused_moe/fused_moe_method_base.py,8,95
examples/offline_inference/basic/classify.py,8,33
tests/v1/logits_processors/utils.py,8,119
tests/distributed/test_eplb_execute.py,8,430
tests/entrypoints/openai/tool_parsers/test_llama4_pythonic_tool_parser.py,8,239
tests/kernels/quantization/test_fp8_quant_group.py,8,123
csrc/quantization/marlin/sparse/common/mma.h,8,131
vllm/v1/sample/logits_processor/interface.py,8,42
.github/ISSUE_TEMPLATE/400-bug-report.yml,8,85
tests/distributed/test_torchrun_example.py,8,44
vllm/model_executor/layers/mamba/ops/ssd_state_passing.py,8,130
examples/offline_inference/llm_engine_example.py,8,47
tests/v1/kv_offload/test_cpu_gpu.py,8,155
docker/Dockerfile.ppc64le,8,237
docs/deployment/frameworks/autogen.md,8,57
csrc/cuda_utils.h,8,33
tests/kernels/core/test_layernorm.py,8,126
examples/online_serving/kv_events_subscriber.py,8,74
tests/models/quantization/test_bitsandbytes.py,8,238
tests/kernels/moe/test_grouped_topk.py,8,82
vllm/utils/import_utils.py,8,227
tests/entrypoints/openai/correctness/test_transcription_api_correctness.py,8,118
vllm/v1/structured_output/backend_outlines.py,8,234
tests/entrypoints/openai/test_chunked_prompt.py,8,101
tests/v1/metrics/test_ray_metrics.py,8,66
tests/quantization/test_gptq_dynamic.py,8,60
vllm/model_executor/models/ouro.py,8,417
vllm/model_executor/models/afmoe.py,8,559
csrc/attention/paged_attention_v2.cu,8,157
SECURITY.md,8,27
docs/deployment/frameworks/skypilot.md,8,258
docs/deployment/nginx.md,8,107
vllm/distributed/device_communicators/ray_communicator.py,8,136
vllm/v1/worker/gpu/sample/sampler.py,8,105
tests/kernels/attention/test_flashinfer.py,8,435
tests/compile/test_qk_norm_rope_fusion.py,7,166
vllm/v1/kv_offload/spec.py,7,40
csrc/cuda_compat.h,7,64
vllm/distributed/kv_transfer/kv_connector/base.py,7,4
.github/workflows/add_label_automerge.yml,7,23
vllm/v1/attention/backends/mla/rocm_aiter_mla_sparse.py,7,348
.buildkite/scripts/hardware_ci/run-cpu-test-ppc64le.sh,7,31
docs/deployment/frameworks/litellm.md,7,50
tests/test_scalartype.py,7,36
