entity,coupled,degree,average-revs
vllm/spec_decode/batch_expansion.py,vllm/spec_decode/util.py,48,17
vllm/spec_decode/batch_expansion.py,vllm/spec_decode/top1_proposer.py,48,17
tests/kernels/test_layernorm.py,tests/kernels/test_pos_encoding.py,48,15
vllm/model_executor/models/minimax_vl_01.py,vllm/model_executor/models/tarsier.py,48,13
cacheflow/models/memory_analyzer.py,cacheflow/models/opt.py,48,13
vllm/reasoning/abs_reasoning_parsers.py,vllm/reasoning/gptoss_reasoning_parser.py,48,13
vllm/model_executor/layers/fused_moe/pplx_prepare_finalize.py,vllm/model_executor/layers/fused_moe/prepare_finalize.py,48,13
vllm/model_executor/models/chameleon.py,vllm/model_executor/models/fuyu.py,47,36
vllm/model_executor/layers/fused_moe/batched_deep_gemm_moe.py,vllm/model_executor/layers/fused_moe/deep_gemm_moe.py,47,34
vllm/model_executor/guided_decoding/__init__.py,vllm/model_executor/guided_decoding/xgrammar_decoding.py,47,30
vllm/model_executor/layers/quantization/awq_marlin.py,vllm/model_executor/layers/quantization/experts_int8.py,47,28
requirements-test.in,requirements-test.txt,47,28
vllm/attention/backends/ipex_attn.py,vllm/attention/backends/torch_sdpa.py,47,28
tests/v1/worker/test_gpu_input_batch.py,vllm/v1/sample/metadata.py,47,21
vllm/model_executor/models/granitemoehybrid.py,vllm/model_executor/models/nemotron_h.py,47,19
vllm/core/block/naive_block.py,vllm/core/block_manager_v2.py,47,19
tests/lora/test_chatglm3_tp.py,tests/lora/test_llama_tp.py,47,17
tests/models/language/pooling/mteb_utils.py,vllm/model_executor/models/bert_with_rope.py,47,17
vllm/model_executor/models/dots_ocr.py,vllm/model_executor/models/siglip2navit.py,47,17
vllm/platforms/hpu.py,vllm/platforms/openvino.py,47,17
benchmark/benchmark_latency.py,cacheflow/master/server.py,47,11
tests/v1/spec_decode/test_ngram.py,vllm/v1/spec_decode/suffix_decoding.py,47,11
cacheflow/core/scheduler.py,cacheflow/model_executor/layers/sampler.py,47,11
tests/spec_decode/test_ngram_worker.py,vllm/spec_decode/ngram_worker.py,47,11
tests/spec_decode/test_multi_step_worker.py,tests/spec_decode/test_ngram_worker.py,47,11
vllm/model_executor/models/bert.py,vllm/model_executor/models/modernbert.py,46,35
vllm/model_executor/models/jamba.py,vllm/model_executor/models/mamba.py,46,33
tests/kernels/test_attention.py,tests/kernels/test_cache.py,46,32
vllm/distributed/device_communicators/base_device_communicator.py,vllm/distributed/device_communicators/cuda_communicator.py,46,22
vllm/model_executor/models/falcon.py,vllm/model_executor/models/opt.py,46,22
vllm/v1/worker/gpu/cudagraph_utils.py,vllm/v1/worker/gpu/input_batch.py,46,20
Dockerfile.neuron,Dockerfile.ppc64le,46,15
docs/source/dev/multimodal/multimodal_index.rst,vllm/inputs/__init__.py,46,15
vllm/spec_decode/interfaces.py,vllm/spec_decode/top1_proposer.py,46,13
tests/entrypoints/llm/test_encode.py,tests/entrypoints/llm/test_generate.py,46,13
vllm/v1/attention/backends/mamba2_attn.py,vllm/v1/attention/backends/short_conv_attn.py,46,13
cacheflow/core/scheduler.py,cacheflow/sampling_params.py,46,13
vllm/model_executor/layers/quantization/experts_int8.py,vllm/model_executor/layers/quantization/rtn.py,46,13
vllm/v1/spec_decode/ngram_proposer.py,vllm/v1/spec_decode/suffix_decoding.py,46,13
tests/lora/test_lora_manager.py,tests/lora/utils.py,46,13
tests/lora/test_fused_moe_lora_kernel.py,vllm/lora/ops/triton_ops/fused_moe_lora_op.py,46,13
tests/spec_decode/test_multi_step_worker.py,vllm/spec_decode/interfaces.py,46,13
vllm/platforms/cuda.py,vllm/platforms/interface.py,45,134
vllm/v1/engine/__init__.py,vllm/v1/request.py,45,49
vllm/executor/gpu_executor.py,vllm/executor/ray_gpu_executor.py,45,44
vllm/engine/multiprocessing/client.py,vllm/engine/multiprocessing/engine.py,45,40
csrc/attention/attention_kernels.cu,tests/kernels/test_attention.py,45,31
tests/v1/sample/test_sampler.py,vllm/v1/sample/sampler.py,45,27
vllm/model_executor/models/bloom.py,vllm/model_executor/models/gpt2.py,45,22
vllm/model_executor/models/nemotron_h.py,vllm/model_executor/models/zamba2.py,45,20
vllm/model_executor/models/bloom.py,vllm/model_executor/models/falcon.py,45,20
vllm/compilation/collective_fusion.py,vllm/compilation/sequence_parallelism.py,45,20
vllm/model_executor/guided_decoding/outlines_decoding.py,vllm/model_executor/guided_decoding/outlines_logits_processors.py,45,18
vllm/inputs/__init__.py,vllm/inputs/parse.py,45,18
tests/distributed/test_comm_ops.py,tests/distributed/test_custom_all_reduce.py,45,16
vllm/core/block/block_table.py,vllm/core/block/cpu_gpu_block_allocator.py,45,16
Dockerfile.tpu,docs/source/getting_started/tpu-installation.rst,45,16
tests/core/test_block_manager.py,tests/core/utils.py,45,16
.buildkite/nightly-benchmarks/scripts/convert-results-json-to-markdown.py,.buildkite/nightly-benchmarks/scripts/run-performance-benchmarks.sh,45,16
vllm/model_executor/model_loader/gguf_loader.py,vllm/model_executor/model_loader/sharded_state_loader.py,45,11
tests/kernels/test_mamba_ssm.py,vllm/model_executor/layers/mamba/ops/mamba_ssm.py,45,11
vllm/model_executor/model_loader/gguf_loader.py,vllm/model_executor/model_loader/runai_streamer_loader.py,45,11
vllm/model_executor/models/aquila.py,vllm/model_executor/models/yi.py,45,11
tests/lora/test_baichuan.py,tests/lora/test_quant_model.py,45,11
vllm/lora/punica_wrapper/punica_base.py,vllm/lora/punica_wrapper/punica_tpu.py,45,11
tests/entrypoints/test_renderer.py,vllm/entrypoints/renderer.py,45,11
cacheflow/models/memory_analyzer.py,cacheflow/models/sample.py,45,11
.github/workflows/add_label_automerge.yml,.github/workflows/reminder_comment.yml,45,11
tests/compile/backend.py,vllm/compilation/vllm_inductor_pass.py,45,11
tests/spec_decode/e2e/test_logprobs.py,tests/spec_decode/e2e/test_mlp_correctness.py,45,11
csrc/quantization/cutlass_w8a8/scaled_mm_c2x.cuh,csrc/quantization/cutlass_w8a8/scaled_mm_c3x.cu,45,11
vllm/transformers_utils/tokenizer_group/__init__.py,vllm/transformers_utils/tokenizer_group/base_tokenizer_group.py,45,11
vllm/platforms/tpu.py,vllm/platforms/xpu.py,44,73
requirements/nightly_torch_test.txt,requirements/test.in,44,55
vllm/lora/models.py,vllm/lora/worker_manager.py,44,47
tests/v1/engine/test_engine_core.py,tests/v1/engine/test_engine_core_client.py,44,43
tests/spec_decode/test_spec_decode_worker.py,vllm/spec_decode/spec_decode_worker.py,44,39
vllm/model_executor/models/baichuan.py,vllm/model_executor/models/qwen.py,44,36
vllm/v1/attention/backends/mla/flashmla.py,vllm/v1/attention/backends/mla/rocm_aiter_mla.py,44,34
vllm/v1/attention/backends/mla/flashattn_mla.py,vllm/v1/attention/backends/mla/flashmla.py,44,30
vllm/executor/gpu_executor.py,vllm/executor/neuron_executor.py,44,25
.github/workflows/mypy.yaml,.github/workflows/ruff.yml,44,23
vllm/model_executor/models/gpt_bigcode.py,vllm/model_executor/models/gpt_j.py,44,23
vllm/model_executor/models/gpt_bigcode.py,vllm/model_executor/models/gpt_neox.py,44,23
vllm/core/block/block_table.py,vllm/core/block_manager_v2.py,44,18
vllm/model_executor/models/mamba2.py,vllm/model_executor/models/nemotron_h.py,44,18
tests/compile/test_fusion.py,vllm/compilation/vllm_inductor_pass.py,44,18
cacheflow/models/opt.py,cacheflow/models/sample.py,44,14
vllm/model_executor/models/exaone.py,vllm/model_executor/models/granite.py,44,14
tests/mq_llm_engine/utils.py,vllm/engine/multiprocessing/__init__.py,44,14
docs/models/supported_models.md,tests/models/registry.py,43,245
vllm/attention/backends/flash_attn.py,vllm/attention/backends/flashinfer.py,43,72
vllm/inputs/data.py,vllm/inputs/preprocess.py,43,46
vllm/v1/worker/gpu/model_runner.py,vllm/v1/worker/gpu/spec_decode/eagle.py,43,30
vllm/model_executor/layers/fused_moe/batched_triton_or_deep_gemm_moe.py,vllm/model_executor/layers/fused_moe/deep_gemm_moe.py,43,26
vllm/model_executor/models/bamba.py,vllm/model_executor/models/nemotron_h.py,43,21
vllm/model_executor/models/bloom.py,vllm/model_executor/models/mpt.py,43,19
vllm/model_executor/models/falcon.py,vllm/model_executor/models/mpt.py,43,19
vllm/model_executor/models/blip.py,vllm/model_executor/models/intern_vit.py,43,16
cacheflow/worker/controller.py,simple_server.py,43,12
tests/kernels/moe/test_cutlass_moe.py,tests/kernels/moe/test_pplx_moe.py,43,12
.buildkite/nightly-benchmarks/benchmark-pipeline.yaml,.buildkite/nightly-benchmarks/scripts/wait-for-image.sh,43,12
csrc/mamba/causal_conv1d/causal_conv1d.h,vllm/model_executor/layers/mamba/ops/causal_conv1d.py,43,12
csrc/quantization/fp8/common.cu,csrc/quantization/fp8/common.cuh,43,12
vllm/model_executor/layers/quantization/fbgemm_fp8.py,vllm/model_executor/layers/quantization/quark/schemes/quark_w8a8_fp8.py,43,12
.github/workflows/cleanup_pr_body.yml,.github/workflows/pre-commit.yml,43,12
vllm/model_executor/models/internlm.py,vllm/model_executor/models/yi.py,43,12
vllm/reasoning/abs_reasoning_parsers.py,vllm/reasoning/basic_parsers.py,43,12
.github/workflows/actionlint.yml,.github/workflows/ruff.yml,43,12
vllm/transformers_utils/tokenizer_group/__init__.py,vllm/transformers_utils/tokenizer_group/tokenizer_group.py,43,12
vllm/entrypoints/openai/tool_parsers/hermes_tool_parser.py,vllm/entrypoints/openai/tool_parsers/jamba_tool_parser.py,43,12
vllm/model_executor/models/exaone.py,vllm/model_executor/models/nemotron.py,43,12
vllm/core/interfaces.py,vllm/core/placeholder_block_space_manager.py,43,12
vllm/model_executor/models/qwen2_5_vl.py,vllm/model_executor/models/qwen2_vl.py,42,109
vllm/model_executor/models/llava.py,vllm/model_executor/models/phi3v.py,42,84
tests/v1/core/test_kv_cache_utils.py,tests/v1/core/test_prefix_caching.py,42,54
vllm/model_executor/models/qwen2_audio.py,vllm/model_executor/models/ultravox.py,42,42
vllm/entrypoints/openai/serving_embedding.py,vllm/entrypoints/openai/serving_score.py,42,38
tests/models/multimodal/generation/test_common.py,tests/models/multimodal/generation/vlm_utils/model_utils.py,42,36
cmake/cpu_extension.cmake,csrc/cpu/torch_bindings.cpp,42,35
vllm/entrypoints/openai/serving_pooling.py,vllm/entrypoints/openai/serving_score.py,42,26
vllm/inputs/data.py,vllm/inputs/parse.py,42,24
vllm/model_executor/models/aquila.py,vllm/model_executor/models/baichuan.py,42,24
tests/v1/sample/test_rejection_sampler.py,tests/v1/worker/test_gpu_input_batch.py,42,21
.github/workflows/clang-format.yml,.github/workflows/mypy.yaml,42,19
tests/v1/test_serial_utils.py,vllm/v1/serial_utils.py,42,19
tests/spec_decode/test_spec_decode_worker.py,vllm/spec_decode/batch_expansion.py,42,19
tests/compile/test_fusion.py,tests/compile/test_silu_mul_quant_fusion.py,42,19
tests/entrypoints/llm/test_guided_generate.py,tests/model_executor/test_guided_processors.py,42,17
tests/mq_llm_engine/test_error_handling.py,vllm/engine/multiprocessing/__init__.py,42,17
vllm/compilation/inductor_pass.py,vllm/compilation/sequence_parallelism.py,42,17
tests/spec_decode/test_spec_decode_worker.py,tests/spec_decode/utils.py,42,17
vllm/model_executor/models/olmoe.py,vllm/model_executor/models/phimoe.py,42,17
.buildkite/scripts/hardware_ci/run-tpu-v1-test-part2.sh,.buildkite/scripts/hardware_ci/run-tpu-v1-test.sh,42,17
tests/entrypoints/openai/test_audio.py,tests/entrypoints/openai/test_video.py,42,17
vllm/model_executor/layers/quantization/compressed_tensors/schemes/compressed_tensors_w4a16_24.py,vllm/model_executor/layers/quantization/compressed_tensors/schemes/compressed_tensors_wNa16.py,42,14
vllm/model_executor/models/granite.py,vllm/model_executor/models/nemotron.py,42,14
tests/kernels/moe/test_block_fp8.py,tests/kernels/moe/test_deepep_deepgemm_moe.py,42,14
vllm/model_executor/layers/rejection_sampler.py,vllm/model_executor/layers/typical_acceptance_sampler.py,42,14
vllm/spec_decode/top1_proposer.py,vllm/spec_decode/util.py,42,14
benchmarks/kernels/benchmark_marlin.py,tests/kernels/test_marlin_gemm.py,42,14
tests/entrypoints/openai/test_transcription_validation.py,tests/entrypoints/openai/test_translation_validation.py,42,14
tests/models/test_llava.py,tests/models/test_llava_next.py,42,14
vllm/model_executor/layers/fused_moe/deepep_ll_prepare_finalize.py,vllm/model_executor/layers/fused_moe/prepare_finalize.py,42,14
docs/models/supported_models.md,vllm/model_executor/models/registry.py,41,230
vllm/platforms/interface.py,vllm/platforms/rocm.py,41,125
vllm/model_executor/models/llava_next.py,vllm/model_executor/models/phi3v.py,41,65
tests/multimodal/test_processing.py,vllm/multimodal/processing.py,41,60
tests/v1/worker/test_gpu_input_batch.py,vllm/v1/worker/gpu_input_batch.py,41,56
vllm/model_executor/models/llava_next.py,vllm/model_executor/models/llava_onevision.py,41,51
vllm/model_executor/models/llava_next.py,vllm/model_executor/models/llava_next_video.py,41,44
vllm/spec_decode/batch_expansion.py,vllm/spec_decode/spec_decode_worker.py,41,39
vllm/model_executor/layers/fused_moe/cutlass_moe.py,vllm/model_executor/layers/fused_moe/fused_batched_moe.py,41,32
vllm/model_executor/layers/fused_moe/deep_gemm_moe.py,vllm/model_executor/layers/fused_moe/fused_batched_moe.py,41,29
vllm/multimodal/__init__.py,vllm/multimodal/base.py,41,27
vllm/model_executor/models/baichuan.py,vllm/model_executor/models/internlm.py,41,24
vllm/model_executor/layers/quantization/experts_int8.py,vllm/model_executor/layers/quantization/gguf.py,41,22
requirements/cpu-build.txt,requirements/cpu.txt,41,22
tests/model_executor/test_guided_processors.py,vllm/model_executor/guided_decoding/__init__.py,41,22
vllm/model_executor/layers/quantization/moe_wna16.py,vllm/model_executor/layers/quantization/quark/quark_moe.py,41,22
vllm/model_executor/layers/quantization/compressed_tensors/schemes/compressed_tensors_w8a8_fp8.py,vllm/model_executor/layers/quantization/compressed_tensors/schemes/compressed_tensors_w8a8_int8.py,41,20
tests/v1/generation/test_batch_invariance.py,vllm/model_executor/layers/batch_invariant.py,41,20
vllm/core/block/prefix_caching_block.py,vllm/core/interfaces.py,41,20
vllm/v1/executor/abstract.py,vllm/v1/executor/uniproc_executor.py,41,17
vllm/model_executor/models/aquila.py,vllm/model_executor/models/gpt_j.py,41,17
vllm/model_executor/models/aquila.py,vllm/model_executor/models/gpt_neox.py,41,17
vllm/spec_decode/interfaces.py,vllm/spec_decode/multi_step_worker.py,41,17
tests/models/language/pooling/mteb_utils.py,tests/models/language/pooling/test_jina.py,41,15
vllm/model_executor/layers/fused_moe/prepare_finalize.py,vllm/model_executor/layers/fused_moe/triton_deep_gemm_moe.py,41,15
docs/source/dev/multimodal/multimodal_index.rst,vllm/multimodal/__init__.py,41,15
.buildkite/nightly-benchmarks/README.md,.buildkite/nightly-benchmarks/scripts/convert-results-json-to-markdown.py,41,15
vllm/model_executor/layers/fused_moe/batched_triton_or_deep_gemm_moe.py,vllm/model_executor/layers/fused_moe/prepare_finalize.py,41,12
Dockerfile.openvino,Dockerfile.xpu,41,12
tests/lora/test_chatglm3_tp.py,tests/lora/test_quant_model.py,41,12
tests/mq_llm_engine/utils.py,vllm/inputs/__init__.py,41,12
csrc/quantization/cutlass_w8a8/scaled_mm_c2x.cu,csrc/quantization/cutlass_w8a8/scaled_mm_c3x.cu,41,12
tests/kernels/mamba/test_mamba_ssm_ssd.py,vllm/model_executor/layers/mamba/ops/ssd_combined.py,41,12
tests/spec_decode/e2e/test_multistep_correctness.py,tests/spec_decode/e2e/test_ngram_correctness.py,41,12
vllm/reasoning/abs_reasoning_parsers.py,vllm/reasoning/mistral_reasoning_parser.py,41,12
cacheflow/models/llama.py,cacheflow/models/model_utils.py,41,12
vllm/lora/ops/triton_ops/lora_shrink_op.py,vllm/lora/ops/triton_ops/utils.py,41,12
docs/source/dev/offline_inference/llm_inputs.rst,vllm/inputs/parse.py,41,12
csrc/cutlass_extensions/epilogue/scaled_mm_epilogues_c3x.hpp,csrc/quantization/cutlass_w8a8/scaled_mm_c3x.cu,41,12
vllm/v1/engine/core.py,vllm/v1/engine/core_client.py,40,128
vllm/entrypoints/openai/serving_completion.py,vllm/entrypoints/openai/serving_engine.py,40,125
vllm/platforms/interface.py,vllm/platforms/tpu.py,40,96
examples/offline_inference/vision_language.py,tests/models/multimodal/processing/test_common.py,40,90
vllm/attention/backends/flash_attn.py,vllm/attention/backends/rocm_flash_attn.py,40,69
vllm/engine/metrics.py,vllm/engine/metrics_types.py,40,30
vllm/model_executor/layers/quantization/awq_marlin.py,vllm/model_executor/layers/quantization/moe_wna16.py,40,30
examples/offline_inference_vision_language.py,examples/offline_inference_vision_language_multi_image.py,40,28
tests/entrypoints/openai/test_audio.py,tests/entrypoints/openai/test_vision.py,40,27
benchmarks/kernels/benchmark_paged_attention.py,tests/kernels/test_attention.py,40,25
vllm/model_executor/models/gpt2.py,vllm/model_executor/models/gpt_bigcode.py,40,25
vllm/model_executor/models/bloom.py,vllm/model_executor/models/gpt_bigcode.py,40,23
vllm/executor/cpu_executor.py,vllm/executor/neuron_executor.py,40,23
vllm/model_executor/models/gritlm.py,vllm/model_executor/models/modernbert.py,40,23
vllm/model_executor/models/dots_ocr.py,vllm/model_executor/models/ernie45_vl.py,40,22
vllm/model_executor/models/gpt2.py,vllm/model_executor/models/gpt_neox.py,40,22
vllm/model_executor/models/olmoe.py,vllm/model_executor/models/qwen2_moe.py,40,22
vllm/model_executor/models/deepseek_vl2.py,vllm/model_executor/models/h2ovl.py,40,20
vllm/model_executor/models/bert_with_rope.py,vllm/model_executor/models/modernbert.py,40,20
csrc/activation_kernels.cu,csrc/pos_encoding_kernels.cu,40,18
vllm/model_executor/models/falcon.py,vllm/model_executor/models/phi.py,40,18
tests/core/test_block_manager.py,vllm/core/block_manager_v2.py,40,18
csrc/rocm/attention.cu,csrc/rocm/torch_bindings.cpp,40,15
cacheflow/models/attention.py,cacheflow/models/opt.py,40,15
vllm/core/block/block_table.py,vllm/core/block/naive_block.py,40,15
tests/compile/backend.py,tests/compile/test_fusion.py,40,15
vllm/model_executor/layers/quantization/compressed_tensors/schemes/compressed_tensors_w8a8_int8.py,vllm/model_executor/layers/quantization/compressed_tensors/schemes/compressed_tensors_wNa16.py,40,15
vllm/v1/worker/gpu/input_batch.py,vllm/v1/worker/gpu/states.py,40,15
tests/core/test_block_manager.py,vllm/core/interfaces.py,40,15
vllm/model_executor/layers/rejection_sampler.py,vllm/model_executor/layers/spec_decode_base_sampler.py,40,15
cacheflow/models/model_utils.py,cacheflow/worker/controller.py,40,13
tests/models/language/pooling/mteb_utils.py,tests/models/language/pooling/test_nomic.py,40,13
tests/compile/test_functionalization.py,vllm/compilation/fix_functionalization.py,40,13
tests/kernels/test_attention_selector.py,vllm/worker/openvino_worker.py,40,13
tests/mq_llm_engine/utils.py,vllm/inputs/parse.py,40,13
tests/compile/test_silu_mul_quant_fusion.py,vllm/compilation/activation_quant_fusion.py,40,13
cacheflow/models/attention.py,cacheflow/models/memory_analyzer.py,40,13
cacheflow/sampling_params.py,simple_server.py,40,13
vllm/model_executor/models/llama4_eagle.py,vllm/model_executor/models/llama_eagle.py,40,13
cacheflow/models/attention.py,cacheflow/models/input_metadata.py,40,13
vllm/platforms/cuda.py,vllm/platforms/rocm.py,39,141
tests/v1/kv_connector/unit/test_nixl_connector.py,vllm/distributed/kv_transfer/kv_connector/v1/nixl_connector.py,39,73
vllm/model_executor/layers/fused_moe/batched_triton_or_deep_gemm_moe.py,vllm/model_executor/layers/fused_moe/cutlass_moe.py,39,28
tests/kernels/moe/test_deepep_deepgemm_moe.py,vllm/model_executor/layers/fused_moe/batched_deep_gemm_moe.py,39,26
vllm/attention/backends/blocksparse_attn.py,vllm/attention/backends/pallas.py,39,23
vllm/v1/attention/backends/mla/flashmla.py,vllm/v1/attention/backends/mla/triton_mla.py,39,23
vllm/attention/ops/chunked_prefill_paged_decode.py,vllm/attention/ops/prefix_prefill.py,39,21
vllm/model_executor/models/gemma.py,vllm/model_executor/models/phi.py,39,21
vllm/engine/async_llm_engine.py,vllm/engine/llm_engine.py,38,218
requirements/nightly_torch_test.txt,requirements/test.txt,38,57
vllm/attention/backends/flash_attn.py,vllm/attention/backends/utils.py,38,55
vllm/attention/backends/rocm_flash_attn.py,vllm/attention/backends/torch_sdpa.py,38,52
vllm/model_executor/layers/fused_moe/cutlass_moe.py,vllm/model_executor/layers/fused_moe/modular_kernel.py,38,42
vllm/entrypoints/openai/serving_embedding.py,vllm/entrypoints/openai/serving_tokenization.py,38,39
vllm/model_executor/layers/fused_moe/cutlass_moe.py,vllm/model_executor/layers/fused_moe/deep_gemm_moe.py,38,39
vllm/v1/attention/backends/rocm_aiter_fa.py,vllm/v1/attention/backends/triton_attn.py,38,37
vllm/attention/backends/pallas.py,vllm/attention/backends/torch_sdpa.py,38,34
vllm/model_executor/layers/quantization/awq_marlin.py,vllm/model_executor/layers/quantization/quark/quark_moe.py,38,32
vllm/model_executor/layers/fused_moe/modular_kernel.py,vllm/model_executor/layers/fused_moe/triton_deep_gemm_moe.py,38,32
vllm/executor/cpu_executor.py,vllm/executor/gpu_executor.py,38,29
tests/mq_llm_engine/test_error_handling.py,vllm/engine/multiprocessing/engine.py,38,24
vllm/multimodal/audio.py,vllm/multimodal/image.py,38,24
tests/v1/sample/test_rejection_sampler.py,vllm/v1/sample/rejection_sampler.py,38,24
vllm/model_executor/models/gpt2.py,vllm/model_executor/models/opt.py,38,24
vllm/assets/video.py,vllm/multimodal/video.py,38,24
vllm/model_executor/models/ernie45_vl.py,vllm/model_executor/models/siglip2navit.py,38,21
vllm/spec_decode/multi_step_worker.py,vllm/spec_decode/ngram_worker.py,38,18
vllm/v1/executor/abstract.py,vllm/v1/executor/ray_executor.py,38,18
vllm/model_executor/models/keye.py,vllm/model_executor/models/keye_vl1_5.py,38,18
vllm/core/block/block_table.py,vllm/core/block/prefix_caching_block.py,38,18
vllm/model_executor/layers/quantization/moe_wna16.py,vllm/model_executor/layers/quantization/rtn.py,38,16
vllm/core/block/common.py,vllm/core/block_manager_v2.py,38,16
vllm/engine/output_processor/interfaces.py,vllm/engine/output_processor/multi_step.py,38,16
vllm/model_executor/layers/rotary_embedding/base.py,vllm/model_executor/layers/rotary_embedding/common.py,38,16
vllm/model_executor/layers/fused_moe/fused_batched_moe.py,vllm/model_executor/layers/fused_moe/prepare_finalize.py,38,16
vllm/model_executor/layers/fused_moe/batched_triton_or_deep_gemm_moe.py,vllm/model_executor/layers/fused_moe/pplx_prepare_finalize.py,38,16
cacheflow/models/input_metadata.py,cacheflow/worker/worker.py,38,16
docker/Dockerfile.xpu,requirements/xpu.txt,38,16
vllm/v1/worker/gpu/attn_utils.py,vllm/v1/worker/gpu/cudagraph_utils.py,38,16
vllm/model_executor/layers/mamba/mamba_mixer.py,vllm/v1/attention/backends/mamba1_attn.py,38,13
docs/source/dev/offline_inference/llm_inputs.rst,vllm/engine/multiprocessing/__init__.py,38,13
tests/models/language/pooling/embed_utils.py,tests/models/language/pooling/mteb_utils.py,38,13
vllm/spec_decode/interfaces.py,vllm/spec_decode/ngram_worker.py,38,13
vllm/core/block/common.py,vllm/core/interfaces.py,38,13
tests/v1/attention/test_sparse_mla_backends.py,vllm/v1/attention/backends/mla/flashmla_sparse.py,38,13
vllm/entrypoints/openai/tool_parsers/abstract_tool_parser.py,vllm/entrypoints/openai/tool_parsers/hermes_tool_parser.py,38,13
vllm/model_executor/layers/fused_moe/fused_moe_modular_method.py,vllm/model_executor/layers/quantization/experts_int8.py,38,13
tests/compile/test_sequence_parallelism.py,vllm/compilation/sequence_parallelism.py,38,13
vllm/model_executor/layers/quantization/compressed_tensors/schemes/compressed_tensors_unquantized.py,vllm/model_executor/layers/quantization/compressed_tensors/schemes/compressed_tensors_wNa16.py,38,13
tests/spec_decode/utils.py,vllm/spec_decode/interfaces.py,38,13
docs/source/dev/multimodal/multimodal_index.rst,tests/mq_llm_engine/test_error_handling.py,38,13
vllm/model_executor/models/blip.py,vllm/model_executor/models/idefics2_vision_model.py,38,13
vllm/entrypoints/openai/tool_parsers/hermes_tool_parser.py,vllm/entrypoints/openai/tool_parsers/internlm2_tool_parser.py,38,13
vllm/engine/multiprocessing/client.py,vllm/engine/protocol.py,37,48
vllm/worker/cpu_model_runner.py,vllm/worker/xpu_model_runner.py,37,41
vllm/model_executor/layers/pooler.py,vllm/model_executor/models/bert.py,37,41
vllm/model_executor/models/ernie45_vl.py,vllm/model_executor/models/glm4_1v.py,37,40
vllm/spec_decode/multi_step_worker.py,vllm/spec_decode/spec_decode_worker.py,37,40
vllm/model_executor/layers/fused_moe/batched_deep_gemm_moe.py,vllm/model_executor/layers/fused_moe/modular_kernel.py,37,38
.buildkite/run-cpu-test.sh,Dockerfile.cpu,37,35
vllm/lora/utils.py,vllm/lora/worker_manager.py,37,32
vllm/model_executor/layers/fused_moe/batched_triton_or_deep_gemm_moe.py,vllm/model_executor/layers/fused_moe/modular_kernel.py,37,29
vllm/model_executor/layers/fused_moe/deepep_ht_prepare_finalize.py,vllm/model_executor/layers/fused_moe/modular_kernel.py,37,29
vllm/v1/worker/gpu/model_runner.py,vllm/v1/worker/gpu/states.py,37,29
vllm/attention/backends/ipex_attn.py,vllm/attention/backends/xformers.py,37,29
vllm/model_executor/models/baichuan.py,vllm/model_executor/models/gpt_neox.py,37,27
vllm/model_executor/models/aquila.py,vllm/model_executor/models/qwen.py,37,27
vllm/model_executor/models/internlm.py,vllm/model_executor/models/qwen.py,37,27
vllm/worker/neuron_model_runner.py,vllm/worker/xpu_model_runner.py,37,27
vllm/distributed/kv_transfer/kv_connector/v1/shared_storage_connector.py,vllm/v1/core/sched/output.py,37,24
vllm/model_executor/layers/quantization/gguf.py,vllm/model_executor/layers/quantization/moe_wna16.py,37,24
tests/lora/test_lora_manager.py,vllm/lora/worker_manager.py,37,24
vllm/model_executor/models/keye.py,vllm/model_executor/models/siglip2navit.py,37,22
vllm/model_executor/models/bloom.py,vllm/model_executor/models/opt.py,37,22
vllm/v1/structured_output/backend_guidance.py,vllm/v1/structured_output/backend_xgrammar.py,37,22
vllm/model_executor/models/gpt_neox.py,vllm/model_executor/models/opt.py,37,22
tests/kernels/test_prefix_prefill.py,vllm/attention/ops/prefix_prefill.py,37,22
tests/entrypoints/openai/test_video.py,tests/entrypoints/openai/test_vision.py,37,22
vllm/attention/backends/mla/common.py,vllm/attention/backends/rocm_aiter_mla.py,37,22
vllm/v1/worker/gpu/cudagraph_utils.py,vllm/v1/worker/gpu/spec_decode/eagle.py,37,19
.github/workflows/publish.yml,.github/workflows/yapf.yml,37,19
csrc/cpu/quant.cpp,csrc/cpu/torch_bindings.cpp,37,19
vllm/model_executor/model_loader/bitsandbytes_loader.py,vllm/model_executor/model_loader/runai_streamer_loader.py,37,16
csrc/activation_kernels.cu,tests/kernels/test_activation.py,37,16
vllm/entrypoints/openai/serving_classification.py,vllm/entrypoints/openai/serving_pooling.py,37,16
tests/lora/test_fused_moe_lora_kernel.py,vllm/lora/punica_wrapper/punica_gpu.py,37,16
vllm/model_executor/models/dots_ocr.py,vllm/model_executor/models/paddleocr_vl.py,37,16
vllm/model_executor/model_loader/default_loader.py,vllm/model_executor/model_loader/sharded_state_loader.py,37,16
tests/compile/test_functionalization.py,vllm/compilation/fusion.py,37,16
tests/compile/test_pass_manager.py,vllm/compilation/inductor_pass.py,37,14
docs/models/generative_models.md,docs/models/pooling_models.md,37,14
benchmarks/kernels/benchmark_rope.py,tests/kernels/test_pos_encoding.py,37,14
vllm/core/block_manager_v1.py,vllm/core/embedding_model_block_manager.py,37,14
csrc/mamba/mamba_ssm/selective_scan_fwd.cu,vllm/model_executor/layers/mamba/ops/mamba_ssm.py,37,14
